Job runs on node:
eu-g9-045-4
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=1
EPOCHS=300
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=0
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 1 -b 10 -e 300 -v 0.2 -sz 0.2 -of 'runs' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -jx
Running AE with 8 input qubit and 1 trash qubit in batches of 10

Epoch 1, 	Batch:0, 	Train Loss = 0.952871, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 1.386068, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 1.577659, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 1.434265, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 1.509827, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 1.551002, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 1.596040, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 1.611490, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 1.121697, 	Val Loss = 1.880038
Epoch 2, 	Batch:1, 	Train Loss = 1.340407, 	Val Loss = 1.880038
Epoch 2, 	Batch:2, 	Train Loss = 1.588379, 	Val Loss = 1.880038
Epoch 2, 	Batch:3, 	Train Loss = 1.746648, 	Val Loss = 1.880038
Epoch 2, 	Batch:4, 	Train Loss = 1.703806, 	Val Loss = 1.880038
Epoch 2, 	Batch:5, 	Train Loss = 1.697967, 	Val Loss = 1.880038
Epoch 2, 	Batch:6, 	Train Loss = 1.727721, 	Val Loss = 1.880038
Epoch 2, 	Batch:7, 	Train Loss = 1.690357, 	Val Loss = 1.880038
Epoch 3, 	Batch:0, 	Train Loss = 0.942429, 	Val Loss = 1.011372
Epoch 3, 	Batch:1, 	Train Loss = 1.642972, 	Val Loss = 1.011372
Epoch 3, 	Batch:2, 	Train Loss = 1.777788, 	Val Loss = 1.011372
Epoch 3, 	Batch:3, 	Train Loss = 1.641292, 	Val Loss = 1.011372
Epoch 3, 	Batch:4, 	Train Loss = 1.698637, 	Val Loss = 1.011372
Epoch 3, 	Batch:5, 	Train Loss = 1.583262, 	Val Loss = 1.011372
Epoch 3, 	Batch:6, 	Train Loss = 1.670204, 	Val Loss = 1.011372
Epoch 3, 	Batch:7, 	Train Loss = 1.584748, 	Val Loss = 1.011372
Epoch 4, 	Batch:0, 	Train Loss = 1.427012, 	Val Loss = 1.771478
Epoch 4, 	Batch:1, 	Train Loss = 1.445304, 	Val Loss = 1.771478
Epoch 4, 	Batch:2, 	Train Loss = 1.369619, 	Val Loss = 1.771478
Epoch 4, 	Batch:3, 	Train Loss = 1.416828, 	Val Loss = 1.771478
Epoch 4, 	Batch:4, 	Train Loss = 1.392447, 	Val Loss = 1.771478
Epoch 4, 	Batch:5, 	Train Loss = 1.458950, 	Val Loss = 1.771478
Epoch 4, 	Batch:6, 	Train Loss = 1.435978, 	Val Loss = 1.771478
Epoch 4, 	Batch:7, 	Train Loss = 1.487300, 	Val Loss = 1.771478
Epoch 5, 	Batch:0, 	Train Loss = 1.959781, 	Val Loss = 1.880038
Epoch 5, 	Batch:1, 	Train Loss = 1.959095, 	Val Loss = 1.880038
Epoch 5, 	Batch:2, 	Train Loss = 1.949960, 	Val Loss = 1.880038
Epoch 5, 	Batch:3, 	Train Loss = 1.922582, 	Val Loss = 1.880038
Epoch 5, 	Batch:4, 	Train Loss = 1.792737, 	Val Loss = 1.880038
Epoch 5, 	Batch:5, 	Train Loss = 1.845517, 	Val Loss = 1.880038
Epoch 5, 	Batch:6, 	Train Loss = 1.815334, 	Val Loss = 1.880038
Epoch 5, 	Batch:7, 	Train Loss = 1.813003, 	Val Loss = 1.880038
Epoch 6, 	Batch:0, 	Train Loss = 1.730588, 	Val Loss = 1.704993
Epoch 6, 	Batch:1, 	Train Loss = 1.864281, 	Val Loss = 1.704993
Epoch 6, 	Batch:2, 	Train Loss = 1.595881, 	Val Loss = 1.704993
Epoch 6, 	Batch:3, 	Train Loss = 1.539912, 	Val Loss = 1.704993
Epoch 6, 	Batch:4, 	Train Loss = 1.534029, 	Val Loss = 1.704993
Epoch 6, 	Batch:5, 	Train Loss = 1.568063, 	Val Loss = 1.704993
Epoch 6, 	Batch:6, 	Train Loss = 1.578753, 	Val Loss = 1.704993
Epoch 6, 	Batch:7, 	Train Loss = 1.610470, 	Val Loss = 1.704993
Epoch 7, 	Batch:0, 	Train Loss = 1.391791, 	Val Loss = 1.398884
Epoch 7, 	Batch:1, 	Train Loss = 1.552896, 	Val Loss = 1.398884
Epoch 7, 	Batch:2, 	Train Loss = 1.363968, 	Val Loss = 1.398884
Epoch 7, 	Batch:3, 	Train Loss = 1.344668, 	Val Loss = 1.398884
Epoch 7, 	Batch:4, 	Train Loss = 1.437658, 	Val Loss = 1.398884
Epoch 7, 	Batch:5, 	Train Loss = 1.485912, 	Val Loss = 1.398884
Epoch 7, 	Batch:6, 	Train Loss = 1.533470, 	Val Loss = 1.398884
Epoch 7, 	Batch:7, 	Train Loss = 1.465461, 	Val Loss = 1.398884
Epoch 8, 	Batch:0, 	Train Loss = 1.507129, 	Val Loss = 1.721555
Epoch 8, 	Batch:1, 	Train Loss = 1.889108, 	Val Loss = 1.721555
Epoch 8, 	Batch:2, 	Train Loss = 1.702292, 	Val Loss = 1.721555
Epoch 8, 	Batch:3, 	Train Loss = 1.734796, 	Val Loss = 1.721555
Epoch 8, 	Batch:4, 	Train Loss = 1.824483, 	Val Loss = 1.721555
Epoch 8, 	Batch:5, 	Train Loss = 1.808225, 	Val Loss = 1.721555
Epoch 8, 	Batch:6, 	Train Loss = 1.756703, 	Val Loss = 1.721555
Epoch 8, 	Batch:7, 	Train Loss = 1.762095, 	Val Loss = 1.721555
Epoch 9, 	Batch:0, 	Train Loss = 1.592721, 	Val Loss = 1.816507
Epoch 9, 	Batch:1, 	Train Loss = 1.623035, 	Val Loss = 1.816507
Epoch 9, 	Batch:2, 	Train Loss = 1.739160, 	Val Loss = 1.816507
Epoch 9, 	Batch:3, 	Train Loss = 1.849723, 	Val Loss = 1.816507
Epoch 9, 	Batch:4, 	Train Loss = 1.664040, 	Val Loss = 1.816507
Epoch 9, 	Batch:5, 	Train Loss = 1.721247, 	Val Loss = 1.816507
Epoch 9, 	Batch:6, 	Train Loss = 1.783438, 	Val Loss = 1.816507
Epoch 9, 	Batch:7, 	Train Loss = 1.830409, 	Val Loss = 1.816507
Epoch 10, 	Batch:0, 	Train Loss = 1.380691, 	Val Loss = 1.437876
Epoch 10, 	Batch:1, 	Train Loss = 1.841007, 	Val Loss = 1.437876
Epoch 10, 	Batch:2, 	Train Loss = 1.631451, 	Val Loss = 1.437876
Epoch 10, 	Batch:3, 	Train Loss = 1.636476, 	Val Loss = 1.437876
Epoch 10, 	Batch:4, 	Train Loss = 1.569201, 	Val Loss = 1.437876
Epoch 10, 	Batch:5, 	Train Loss = 1.615774, 	Val Loss = 1.437876
Epoch 10, 	Batch:6, 	Train Loss = 1.685964, 	Val Loss = 1.437876
Epoch 10, 	Batch:7, 	Train Loss = 1.650267, 	Val Loss = 1.437876
Epoch 11, 	Batch:0, 	Train Loss = 1.380957, 	Val Loss = 2.127412
Epoch 11, 	Batch:1, 	Train Loss = 1.871365, 	Val Loss = 2.127412
Epoch 11, 	Batch:2, 	Train Loss = 1.571987, 	Val Loss = 2.127412
Epoch 11, 	Batch:3, 	Train Loss = 1.725667, 	Val Loss = 2.127412
Epoch 11, 	Batch:4, 	Train Loss = 1.825620, 	Val Loss = 2.127412
Epoch 11, 	Batch:5, 	Train Loss = 1.855897, 	Val Loss = 2.127412
Epoch 11, 	Batch:6, 	Train Loss = 1.784733, 	Val Loss = 2.127412
Epoch 11, 	Batch:7, 	Train Loss = 1.755163, 	Val Loss = 2.127412
Epoch 12, 	Batch:0, 	Train Loss = 1.662659, 	Val Loss = 2.123885
Epoch 12, 	Batch:1, 	Train Loss = 1.564435, 	Val Loss = 2.123885
Epoch 12, 	Batch:2, 	Train Loss = 1.738561, 	Val Loss = 2.123885
Epoch 12, 	Batch:3, 	Train Loss = 1.551392, 	Val Loss = 2.123885
Epoch 12, 	Batch:4, 	Train Loss = 1.689390, 	Val Loss = 2.123885
Epoch 12, 	Batch:5, 	Train Loss = 1.579155, 	Val Loss = 2.123885
Epoch 12, 	Batch:6, 	Train Loss = 1.539011, 	Val Loss = 2.123885
Epoch 12, 	Batch:7, 	Train Loss = 1.506209, 	Val Loss = 2.123885
Epoch 13, 	Batch:0, 	Train Loss = 1.828533, 	Val Loss = 1.848877
Epoch 13, 	Batch:1, 	Train Loss = 1.565794, 	Val Loss = 1.848877
Epoch 13, 	Batch:2, 	Train Loss = 1.526466, 	Val Loss = 1.848877
Epoch 13, 	Batch:3, 	Train Loss = 1.472446, 	Val Loss = 1.848877
Epoch 13, 	Batch:4, 	Train Loss = 1.449974, 	Val Loss = 1.848877
Epoch 13, 	Batch:5, 	Train Loss = 1.509265, 	Val Loss = 1.848877
Epoch 13, 	Batch:6, 	Train Loss = 1.436358, 	Val Loss = 1.848877
Epoch 13, 	Batch:7, 	Train Loss = 1.515400, 	Val Loss = 1.848877
Epoch 14, 	Batch:0, 	Train Loss = 1.542008, 	Val Loss = 1.703911
Epoch 14, 	Batch:1, 	Train Loss = 1.753891, 	Val Loss = 1.703911
Epoch 14, 	Batch:2, 	Train Loss = 1.742709, 	Val Loss = 1.703911
Epoch 14, 	Batch:3, 	Train Loss = 1.692641, 	Val Loss = 1.703911
Epoch 14, 	Batch:4, 	Train Loss = 1.713113, 	Val Loss = 1.703911
Epoch 14, 	Batch:5, 	Train Loss = 1.702656, 	Val Loss = 1.703911
Epoch 14, 	Batch:6, 	Train Loss = 1.686547, 	Val Loss = 1.703911
Epoch 14, 	Batch:7, 	Train Loss = 1.648826, 	Val Loss = 1.703911
