Job runs on node:
eu-g9-020-3
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=4
NUMMIDDLEQUBIT=3
EPOCHS=5000
OPTSTEP=0.2
BATCHSIZE=20
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=0
srun -N 1 -n 1 python Cluster/single_run.py -ni 4 -nt 3 -b 20 -e 5000 -v 0.2 -sz 0.2 -of 'runs' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3
['runs/20/loss_train0', 'runs/20/loss_val0', 'runs/20/weights0']
Running AE with 4 input qubit and 3 trash qubit in batches of 20

Epoch 1, 	Batch:0, 	Train Loss = 2.740412, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 2.509700, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 2.248074, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 1.951340, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 1.146057, 	Val Loss = 1.159486
Epoch 2, 	Batch:1, 	Train Loss = 1.096461, 	Val Loss = 1.159486
Epoch 2, 	Batch:2, 	Train Loss = 1.035876, 	Val Loss = 1.159486
Epoch 2, 	Batch:3, 	Train Loss = 0.995641, 	Val Loss = 1.159486
Epoch 3, 	Batch:0, 	Train Loss = 1.062714, 	Val Loss = 0.980634
Epoch 3, 	Batch:1, 	Train Loss = 0.984691, 	Val Loss = 0.980634
Epoch 3, 	Batch:2, 	Train Loss = 0.961088, 	Val Loss = 0.980634
Epoch 3, 	Batch:3, 	Train Loss = 0.917134, 	Val Loss = 0.980634
Epoch 4, 	Batch:0, 	Train Loss = 0.777712, 	Val Loss = 0.873987
Epoch 4, 	Batch:1, 	Train Loss = 0.833010, 	Val Loss = 0.873987
Epoch 4, 	Batch:2, 	Train Loss = 0.802666, 	Val Loss = 0.873987
Epoch 4, 	Batch:3, 	Train Loss = 0.799900, 	Val Loss = 0.873987
Epoch 5, 	Batch:0, 	Train Loss = 0.740827, 	Val Loss = 1.005788
Epoch 5, 	Batch:1, 	Train Loss = 0.786720, 	Val Loss = 1.005788
Epoch 5, 	Batch:2, 	Train Loss = 0.731967, 	Val Loss = 1.005788
Epoch 5, 	Batch:3, 	Train Loss = 0.767408, 	Val Loss = 1.005788
Epoch 6, 	Batch:0, 	Train Loss = 0.808667, 	Val Loss = 1.076432
Epoch 6, 	Batch:1, 	Train Loss = 0.878903, 	Val Loss = 1.076432
Epoch 6, 	Batch:2, 	Train Loss = 0.834972, 	Val Loss = 1.076432
Epoch 6, 	Batch:3, 	Train Loss = 0.808297, 	Val Loss = 1.076432
Epoch 7, 	Batch:0, 	Train Loss = 0.634465, 	Val Loss = 0.863593
Epoch 7, 	Batch:1, 	Train Loss = 0.707703, 	Val Loss = 0.863593
Epoch 7, 	Batch:2, 	Train Loss = 0.669117, 	Val Loss = 0.863593
Epoch 7, 	Batch:3, 	Train Loss = 0.669160, 	Val Loss = 0.863593
Epoch 8, 	Batch:0, 	Train Loss = 0.621851, 	Val Loss = 0.782443
Epoch 8, 	Batch:1, 	Train Loss = 0.673725, 	Val Loss = 0.782443
Epoch 8, 	Batch:2, 	Train Loss = 0.622948, 	Val Loss = 0.782443
Epoch 8, 	Batch:3, 	Train Loss = 0.613562, 	Val Loss = 0.782443
Epoch 9, 	Batch:0, 	Train Loss = 0.582549, 	Val Loss = 0.750194
Epoch 9, 	Batch:1, 	Train Loss = 0.590910, 	Val Loss = 0.750194
Epoch 9, 	Batch:2, 	Train Loss = 0.551372, 	Val Loss = 0.750194
Epoch 9, 	Batch:3, 	Train Loss = 0.550796, 	Val Loss = 0.750194
Epoch 10, 	Batch:0, 	Train Loss = 0.547723, 	Val Loss = 0.732703
Epoch 10, 	Batch:1, 	Train Loss = 0.574089, 	Val Loss = 0.732703
Epoch 10, 	Batch:2, 	Train Loss = 0.525728, 	Val Loss = 0.732703
Epoch 10, 	Batch:3, 	Train Loss = 0.528254, 	Val Loss = 0.732703
Epoch 11, 	Batch:0, 	Train Loss = 0.500246, 	Val Loss = 0.752400
Epoch 11, 	Batch:1, 	Train Loss = 0.508991, 	Val Loss = 0.752400
Epoch 11, 	Batch:2, 	Train Loss = 0.454419, 	Val Loss = 0.752400
Epoch 11, 	Batch:3, 	Train Loss = 0.472490, 	Val Loss = 0.752400
Epoch 12, 	Batch:0, 	Train Loss = 0.465849, 	Val Loss = 0.653301
Epoch 12, 	Batch:1, 	Train Loss = 0.521574, 	Val Loss = 0.653301
Epoch 12, 	Batch:2, 	Train Loss = 0.452914, 	Val Loss = 0.653301
Epoch 12, 	Batch:3, 	Train Loss = 0.490353, 	Val Loss = 0.653301
Epoch 13, 	Batch:0, 	Train Loss = 0.529661, 	Val Loss = 0.741596
Epoch 13, 	Batch:1, 	Train Loss = 0.560293, 	Val Loss = 0.741596
Epoch 13, 	Batch:2, 	Train Loss = 0.556577, 	Val Loss = 0.741596
Epoch 13, 	Batch:3, 	Train Loss = 0.564302, 	Val Loss = 0.741596
Epoch 14, 	Batch:0, 	Train Loss = 0.589169, 	Val Loss = 0.691864
Epoch 14, 	Batch:1, 	Train Loss = 0.591305, 	Val Loss = 0.691864
Epoch 14, 	Batch:2, 	Train Loss = 0.591563, 	Val Loss = 0.691864
Epoch 14, 	Batch:3, 	Train Loss = 0.594584, 	Val Loss = 0.691864
Epoch 15, 	Batch:0, 	Train Loss = 0.618801, 	Val Loss = 0.727709
Epoch 15, 	Batch:1, 	Train Loss = 0.635728, 	Val Loss = 0.727709
Epoch 15, 	Batch:2, 	Train Loss = 0.574315, 	Val Loss = 0.727709
Epoch 15, 	Batch:3, 	Train Loss = 0.561066, 	Val Loss = 0.727709
Epoch 16, 	Batch:0, 	Train Loss = 0.496710, 	Val Loss = 0.703547
Epoch 16, 	Batch:1, 	Train Loss = 0.565875, 	Val Loss = 0.703547
Epoch 16, 	Batch:2, 	Train Loss = 0.520544, 	Val Loss = 0.703547
Epoch 16, 	Batch:3, 	Train Loss = 0.537554, 	Val Loss = 0.703547
Epoch 17, 	Batch:0, 	Train Loss = 0.458086, 	Val Loss = 0.777909
Epoch 17, 	Batch:1, 	Train Loss = 0.563036, 	Val Loss = 0.777909
Epoch 17, 	Batch:2, 	Train Loss = 0.536397, 	Val Loss = 0.777909
Epoch 17, 	Batch:3, 	Train Loss = 0.561779, 	Val Loss = 0.777909
Epoch 18, 	Batch:0, 	Train Loss = 0.640685, 	Val Loss = 0.778680
Epoch 18, 	Batch:1, 	Train Loss = 0.612070, 	Val Loss = 0.778680
Epoch 18, 	Batch:2, 	Train Loss = 0.587007, 	Val Loss = 0.778680
Epoch 18, 	Batch:3, 	Train Loss = 0.597890, 	Val Loss = 0.778680
Epoch 19, 	Batch:0, 	Train Loss = 0.557572, 	Val Loss = 0.719518
