Job runs on node:
eu-g9-045-4
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=2
EPOCHS=50
OPTSTEP=0.2
BATCHSIZE=20
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=0
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 2 -b 20 -e 50 -v 0.2 -sz 0.2 -of 'runs' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -jx
Running AE with 8 input qubit and 2 trash qubit in batches of 20

Epoch 1, 	Batch:0, 	Train Loss = 1.997976, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 1.773785, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 2.287738, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 2.361010, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 2.629077, 	Val Loss = 2.078710
Epoch 2, 	Batch:1, 	Train Loss = 2.592131, 	Val Loss = 2.078710
Epoch 2, 	Batch:2, 	Train Loss = 2.538007, 	Val Loss = 2.078710
Epoch 2, 	Batch:3, 	Train Loss = 2.409721, 	Val Loss = 2.078710
Epoch 3, 	Batch:0, 	Train Loss = 1.847230, 	Val Loss = 1.808012
Epoch 3, 	Batch:1, 	Train Loss = 2.266155, 	Val Loss = 1.808012
Epoch 3, 	Batch:2, 	Train Loss = 2.161486, 	Val Loss = 1.808012
Epoch 3, 	Batch:3, 	Train Loss = 2.051342, 	Val Loss = 1.808012
Epoch 4, 	Batch:0, 	Train Loss = 2.608824, 	Val Loss = 2.132704
Epoch 4, 	Batch:1, 	Train Loss = 2.724801, 	Val Loss = 2.132704
Epoch 4, 	Batch:2, 	Train Loss = 2.921750, 	Val Loss = 2.132704
Epoch 4, 	Batch:3, 	Train Loss = 2.840580, 	Val Loss = 2.132704
Epoch 5, 	Batch:0, 	Train Loss = 1.935809, 	Val Loss = 2.364251
Epoch 5, 	Batch:1, 	Train Loss = 1.848827, 	Val Loss = 2.364251
Epoch 5, 	Batch:2, 	Train Loss = 1.951247, 	Val Loss = 2.364251
Epoch 5, 	Batch:3, 	Train Loss = 1.956116, 	Val Loss = 2.364251
Epoch 6, 	Batch:0, 	Train Loss = 2.234433, 	Val Loss = 2.917802
Epoch 6, 	Batch:1, 	Train Loss = 2.417124, 	Val Loss = 2.917802
Epoch 6, 	Batch:2, 	Train Loss = 2.399877, 	Val Loss = 2.917802
Epoch 6, 	Batch:3, 	Train Loss = 2.350850, 	Val Loss = 2.917802
Epoch 7, 	Batch:0, 	Train Loss = 3.004055, 	Val Loss = 2.569754
Epoch 7, 	Batch:1, 	Train Loss = 2.775241, 	Val Loss = 2.569754
Epoch 7, 	Batch:2, 	Train Loss = 2.765310, 	Val Loss = 2.569754
Epoch 7, 	Batch:3, 	Train Loss = 2.693838, 	Val Loss = 2.569754
Epoch 8, 	Batch:0, 	Train Loss = 2.570132, 	Val Loss = 2.938719
Epoch 8, 	Batch:1, 	Train Loss = 2.759144, 	Val Loss = 2.938719
Epoch 8, 	Batch:2, 	Train Loss = 2.604986, 	Val Loss = 2.938719
Epoch 8, 	Batch:3, 	Train Loss = 2.603783, 	Val Loss = 2.938719
Epoch 9, 	Batch:0, 	Train Loss = 2.008030, 	Val Loss = 2.034662
Epoch 9, 	Batch:1, 	Train Loss = 2.338207, 	Val Loss = 2.034662
Epoch 9, 	Batch:2, 	Train Loss = 2.571647, 	Val Loss = 2.034662
Epoch 9, 	Batch:3, 	Train Loss = 2.716634, 	Val Loss = 2.034662
Epoch 10, 	Batch:0, 	Train Loss = 2.334567, 	Val Loss = 1.931119
Epoch 10, 	Batch:1, 	Train Loss = 2.421400, 	Val Loss = 1.931119
Epoch 10, 	Batch:2, 	Train Loss = 2.560989, 	Val Loss = 1.931119
Epoch 10, 	Batch:3, 	Train Loss = 2.531284, 	Val Loss = 1.931119
Epoch 11, 	Batch:0, 	Train Loss = 2.724502, 	Val Loss = 2.554442
Epoch 11, 	Batch:1, 	Train Loss = 2.559697, 	Val Loss = 2.554442
Epoch 11, 	Batch:2, 	Train Loss = 2.555800, 	Val Loss = 2.554442
Epoch 11, 	Batch:3, 	Train Loss = 2.384285, 	Val Loss = 2.554442
Epoch 12, 	Batch:0, 	Train Loss = 2.578016, 	Val Loss = 2.681433
Epoch 12, 	Batch:1, 	Train Loss = 2.420645, 	Val Loss = 2.681433
