Job runs on node:
eu-g9-046-3
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=1
EPOCHS=50
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=0
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 1 -b 10 -e 50 -v 0.2 -sz 0.2 -of 'runs' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -jx
Running AE with 8 input qubit and 1 trash qubit in batches of 10

Epoch 1, 	Batch:0, 	Train Loss = 2.476036, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 1.888019, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 2.114000, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 2.121321, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 2.203780, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 2.229463, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 2.177737, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 2.142878, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 2.495731, 	Val Loss = 2.243992
Epoch 2, 	Batch:1, 	Train Loss = 2.279752, 	Val Loss = 2.243992
Epoch 2, 	Batch:2, 	Train Loss = 2.116521, 	Val Loss = 2.243992
Epoch 2, 	Batch:3, 	Train Loss = 2.108650, 	Val Loss = 2.243992
Epoch 2, 	Batch:4, 	Train Loss = 2.077730, 	Val Loss = 2.243992
Epoch 2, 	Batch:5, 	Train Loss = 2.086714, 	Val Loss = 2.243992
Epoch 2, 	Batch:6, 	Train Loss = 2.107636, 	Val Loss = 2.243992
Epoch 2, 	Batch:7, 	Train Loss = 2.026010, 	Val Loss = 2.243992
Epoch 3, 	Batch:0, 	Train Loss = 1.808875, 	Val Loss = 1.983912
Epoch 3, 	Batch:1, 	Train Loss = 2.017177, 	Val Loss = 1.983912
Epoch 3, 	Batch:2, 	Train Loss = 2.118245, 	Val Loss = 1.983912
Epoch 3, 	Batch:3, 	Train Loss = 2.178117, 	Val Loss = 1.983912
Epoch 3, 	Batch:4, 	Train Loss = 2.235218, 	Val Loss = 1.983912
Epoch 3, 	Batch:5, 	Train Loss = 2.195196, 	Val Loss = 1.983912
Epoch 3, 	Batch:6, 	Train Loss = 2.183255, 	Val Loss = 1.983912
Epoch 3, 	Batch:7, 	Train Loss = 2.134683, 	Val Loss = 1.983912
Epoch 4, 	Batch:0, 	Train Loss = 1.725556, 	Val Loss = 2.240891
Epoch 4, 	Batch:1, 	Train Loss = 1.807043, 	Val Loss = 2.240891
Epoch 4, 	Batch:2, 	Train Loss = 2.063026, 	Val Loss = 2.240891
Epoch 4, 	Batch:3, 	Train Loss = 1.915879, 	Val Loss = 2.240891
Epoch 4, 	Batch:4, 	Train Loss = 1.785472, 	Val Loss = 2.240891
Epoch 4, 	Batch:5, 	Train Loss = 1.697966, 	Val Loss = 2.240891
Epoch 4, 	Batch:6, 	Train Loss = 1.734494, 	Val Loss = 2.240891
Epoch 4, 	Batch:7, 	Train Loss = 1.719395, 	Val Loss = 2.240891
Epoch 5, 	Batch:0, 	Train Loss = 1.725556, 	Val Loss = 2.184386
Epoch 5, 	Batch:1, 	Train Loss = 1.679434, 	Val Loss = 2.184386
Epoch 5, 	Batch:2, 	Train Loss = 1.764802, 	Val Loss = 2.184386
Epoch 5, 	Batch:3, 	Train Loss = 1.686298, 	Val Loss = 2.184386
Epoch 5, 	Batch:4, 	Train Loss = 1.774535, 	Val Loss = 2.184386
Epoch 5, 	Batch:5, 	Train Loss = 1.710940, 	Val Loss = 2.184386
Epoch 5, 	Batch:6, 	Train Loss = 1.744815, 	Val Loss = 2.184386
Epoch 5, 	Batch:7, 	Train Loss = 1.764070, 	Val Loss = 2.184386
Epoch 6, 	Batch:0, 	Train Loss = 2.244399, 	Val Loss = 1.761200
Epoch 6, 	Batch:1, 	Train Loss = 2.150102, 	Val Loss = 1.761200
Epoch 6, 	Batch:2, 	Train Loss = 1.891635, 	Val Loss = 1.761200
Epoch 6, 	Batch:3, 	Train Loss = 1.809833, 	Val Loss = 1.761200
Epoch 6, 	Batch:4, 	Train Loss = 1.886589, 	Val Loss = 1.761200
Epoch 6, 	Batch:5, 	Train Loss = 1.970998, 	Val Loss = 1.761200
