Job runs on node:
eu-g9-048-3
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=4
NUMMIDDLEQUBIT=3
EPOCHS=5000
OPTSTEP=0.2
BATCHSIZE=100
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=0
srun -N 1 -n 1 python Cluster/single_run.py -ni 4 -nt 3 -b 100 -e 5000 -v 0.2 -sz 0.2 -of 'runs' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3
['runs/100/loss_train0', 'runs/100/loss_val0', 'runs/100/weights0']
Running AE with 4 input qubit and 3 trash qubit in batches of 100

Epoch 1, 	Batch:0, 	Train Loss = 2.638354, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 2.246880, 	Val Loss = 2.173449
Epoch 3, 	Batch:0, 	Train Loss = 1.998534, 	Val Loss = 1.824797
Epoch 4, 	Batch:0, 	Train Loss = 2.181479, 	Val Loss = 2.232590
Epoch 5, 	Batch:0, 	Train Loss = 1.524705, 	Val Loss = 1.598784
Epoch 6, 	Batch:0, 	Train Loss = 2.007589, 	Val Loss = 1.565917
Epoch 7, 	Batch:0, 	Train Loss = 1.583966, 	Val Loss = 1.300878
Epoch 8, 	Batch:0, 	Train Loss = 1.379667, 	Val Loss = 1.333727
Epoch 9, 	Batch:0, 	Train Loss = 1.385459, 	Val Loss = 1.045688
Epoch 10, 	Batch:0, 	Train Loss = 1.192825, 	Val Loss = 1.078357
Epoch 11, 	Batch:0, 	Train Loss = 1.133136, 	Val Loss = 1.022250
Epoch 12, 	Batch:0, 	Train Loss = 1.097615, 	Val Loss = 0.946844
Epoch 13, 	Batch:0, 	Train Loss = 1.191632, 	Val Loss = 0.939970
Epoch 14, 	Batch:0, 	Train Loss = 1.224360, 	Val Loss = 1.109874
Epoch 15, 	Batch:0, 	Train Loss = 1.202251, 	Val Loss = 0.891695
Epoch 16, 	Batch:0, 	Train Loss = 0.979669, 	Val Loss = 0.845326
Epoch 17, 	Batch:0, 	Train Loss = 0.816037, 	Val Loss = 0.775073
Epoch 18, 	Batch:0, 	Train Loss = 1.060040, 	Val Loss = 0.745175
Epoch 19, 	Batch:0, 	Train Loss = 1.180988, 	Val Loss = 0.863673
Epoch 20, 	Batch:0, 	Train Loss = 0.901300, 	Val Loss = 0.724094
Epoch 21, 	Batch:0, 	Train Loss = 0.838717, 	Val Loss = 0.767104
Epoch 22, 	Batch:0, 	Train Loss = 0.698482, 	Val Loss = 0.621057
Epoch 23, 	Batch:0, 	Train Loss = 0.669944, 	Val Loss = 0.573075
Epoch 24, 	Batch:0, 	Train Loss = 0.727122, 	Val Loss = 0.704892
Epoch 25, 	Batch:0, 	Train Loss = 0.704410, 	Val Loss = 0.629192
Epoch 26, 	Batch:0, 	Train Loss = 0.685567, 	Val Loss = 0.632993
Epoch 27, 	Batch:0, 	Train Loss = 0.713533, 	Val Loss = 0.566721
Epoch 28, 	Batch:0, 	Train Loss = 0.663012, 	Val Loss = 0.650240
Epoch 29, 	Batch:0, 	Train Loss = 0.657641, 	Val Loss = 0.665133
Epoch 30, 	Batch:0, 	Train Loss = 0.775271, 	Val Loss = 0.688989
Epoch 31, 	Batch:0, 	Train Loss = 0.730023, 	Val Loss = 0.555689
Epoch 32, 	Batch:0, 	Train Loss = 0.740458, 	Val Loss = 0.620699
Epoch 33, 	Batch:0, 	Train Loss = 0.638116, 	Val Loss = 0.506068
Epoch 34, 	Batch:0, 	Train Loss = 0.652989, 	Val Loss = 0.461265
Epoch 35, 	Batch:0, 	Train Loss = 0.591296, 	Val Loss = 0.495693
Epoch 36, 	Batch:0, 	Train Loss = 0.606163, 	Val Loss = 0.545942
Epoch 37, 	Batch:0, 	Train Loss = 0.573164, 	Val Loss = 0.471672
Epoch 38, 	Batch:0, 	Train Loss = 0.518410, 	Val Loss = 0.427937
Epoch 39, 	Batch:0, 	Train Loss = 0.656390, 	Val Loss = 0.481296
Epoch 40, 	Batch:0, 	Train Loss = 0.625855, 	Val Loss = 0.500949
Epoch 41, 	Batch:0, 	Train Loss = 0.556074, 	Val Loss = 0.433306
Epoch 42, 	Batch:0, 	Train Loss = 0.548311, 	Val Loss = 0.357062
Epoch 43, 	Batch:0, 	Train Loss = 0.600295, 	Val Loss = 0.457640
Epoch 44, 	Batch:0, 	Train Loss = 0.555654, 	Val Loss = 0.431698
Epoch 45, 	Batch:0, 	Train Loss = 0.490625, 	Val Loss = 0.427384
Epoch 46, 	Batch:0, 	Train Loss = 0.562452, 	Val Loss = 0.468252
Epoch 47, 	Batch:0, 	Train Loss = 0.573042, 	Val Loss = 0.407032
