Job runs on node:
eu-g9-047-1
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=3
EPOCHS=300
OPTSTEP=0.2
BATCHSIZE=8
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=0
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 3 -b 8 -e 300 -v 0.2 -sz 0.2 -of 'runs/ed' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -njx

Epoch 1, 	Batch:0, 	Train Loss = 2.935964, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 2.454332, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 2.092695, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 1.808415, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 1.706136, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 1.657609, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 1.522466, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 1.517230, 	Val Loss = 0.000000
Epoch 1, 	Batch:8, 	Train Loss = 1.462414, 	Val Loss = 0.000000
Epoch 1, 	Batch:9, 	Train Loss = 1.440731, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 1.311696, 	Val Loss = 1.024851
Epoch 2, 	Batch:1, 	Train Loss = 1.253204, 	Val Loss = 1.024851
Epoch 2, 	Batch:2, 	Train Loss = 1.075413, 	Val Loss = 1.024851
Epoch 2, 	Batch:3, 	Train Loss = 0.942606, 	Val Loss = 1.024851
Epoch 2, 	Batch:4, 	Train Loss = 0.844960, 	Val Loss = 1.024851
Epoch 2, 	Batch:5, 	Train Loss = 0.949456, 	Val Loss = 1.024851
Epoch 2, 	Batch:6, 	Train Loss = 0.900285, 	Val Loss = 1.024851
Epoch 2, 	Batch:7, 	Train Loss = 0.905898, 	Val Loss = 1.024851
Epoch 2, 	Batch:8, 	Train Loss = 0.903513, 	Val Loss = 1.024851
Epoch 2, 	Batch:9, 	Train Loss = 0.890964, 	Val Loss = 1.024851
Epoch 3, 	Batch:0, 	Train Loss = 0.959701, 	Val Loss = 1.149353
Epoch 3, 	Batch:1, 	Train Loss = 0.899384, 	Val Loss = 1.149353
Epoch 3, 	Batch:2, 	Train Loss = 0.856409, 	Val Loss = 1.149353
Epoch 3, 	Batch:3, 	Train Loss = 0.737705, 	Val Loss = 1.149353
Epoch 3, 	Batch:4, 	Train Loss = 0.697624, 	Val Loss = 1.149353
Epoch 3, 	Batch:5, 	Train Loss = 0.782167, 	Val Loss = 1.149353
Epoch 3, 	Batch:6, 	Train Loss = 0.730265, 	Val Loss = 1.149353
Epoch 3, 	Batch:7, 	Train Loss = 0.793146, 	Val Loss = 1.149353
Epoch 3, 	Batch:8, 	Train Loss = 0.792344, 	Val Loss = 1.149353
Epoch 3, 	Batch:9, 	Train Loss = 0.820119, 	Val Loss = 1.149353
Epoch 4, 	Batch:0, 	Train Loss = 0.816743, 	Val Loss = 1.241149
Epoch 4, 	Batch:1, 	Train Loss = 0.639843, 	Val Loss = 1.241149
Epoch 4, 	Batch:2, 	Train Loss = 0.708814, 	Val Loss = 1.241149
Epoch 4, 	Batch:3, 	Train Loss = 0.672771, 	Val Loss = 1.241149
Epoch 4, 	Batch:4, 	Train Loss = 0.618790, 	Val Loss = 1.241149
Epoch 4, 	Batch:5, 	Train Loss = 0.775344, 	Val Loss = 1.241149
Epoch 4, 	Batch:6, 	Train Loss = 0.742067, 	Val Loss = 1.241149
Epoch 4, 	Batch:7, 	Train Loss = 0.747559, 	Val Loss = 1.241149
Epoch 4, 	Batch:8, 	Train Loss = 0.754061, 	Val Loss = 1.241149
Epoch 4, 	Batch:9, 	Train Loss = 0.783737, 	Val Loss = 1.241149
Epoch 5, 	Batch:0, 	Train Loss = 0.411111, 	Val Loss = 0.911640
Epoch 5, 	Batch:1, 	Train Loss = 0.411785, 	Val Loss = 0.911640
Epoch 5, 	Batch:2, 	Train Loss = 0.430145, 	Val Loss = 0.911640
