Job runs on node:
eu-g9-047-1
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=3
EPOCHS=300
OPTSTEP=0.2
BATCHSIZE=8
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=2
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 3 -b 8 -e 300 -v 0.2 -sz 0.2 -of 'runs/ed' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -njx

Epoch 1, 	Batch:0, 	Train Loss = 2.583180, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 2.192057, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 2.003578, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 1.801678, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 1.805467, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 1.714174, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 1.661574, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 1.612880, 	Val Loss = 0.000000
Epoch 1, 	Batch:8, 	Train Loss = 1.584095, 	Val Loss = 0.000000
Epoch 1, 	Batch:9, 	Train Loss = 1.500603, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.674153, 	Val Loss = 0.962033
Epoch 2, 	Batch:1, 	Train Loss = 0.541856, 	Val Loss = 0.962033
Epoch 2, 	Batch:2, 	Train Loss = 0.773611, 	Val Loss = 0.962033
Epoch 2, 	Batch:3, 	Train Loss = 0.950916, 	Val Loss = 0.962033
Epoch 2, 	Batch:4, 	Train Loss = 1.067142, 	Val Loss = 0.962033
Epoch 2, 	Batch:5, 	Train Loss = 1.143361, 	Val Loss = 0.962033
Epoch 2, 	Batch:6, 	Train Loss = 1.185461, 	Val Loss = 0.962033
Epoch 2, 	Batch:7, 	Train Loss = 1.167962, 	Val Loss = 0.962033
Epoch 2, 	Batch:8, 	Train Loss = 1.168512, 	Val Loss = 0.962033
Epoch 2, 	Batch:9, 	Train Loss = 1.131150, 	Val Loss = 0.962033
Epoch 3, 	Batch:0, 	Train Loss = 0.517246, 	Val Loss = 1.191965
Epoch 3, 	Batch:1, 	Train Loss = 0.543554, 	Val Loss = 1.191965
Epoch 3, 	Batch:2, 	Train Loss = 0.835127, 	Val Loss = 1.191965
Epoch 3, 	Batch:3, 	Train Loss = 0.950304, 	Val Loss = 1.191965
Epoch 3, 	Batch:4, 	Train Loss = 0.983212, 	Val Loss = 1.191965
Epoch 3, 	Batch:5, 	Train Loss = 1.004037, 	Val Loss = 1.191965
Epoch 3, 	Batch:6, 	Train Loss = 1.054957, 	Val Loss = 1.191965
Epoch 3, 	Batch:7, 	Train Loss = 1.065854, 	Val Loss = 1.191965
Epoch 3, 	Batch:8, 	Train Loss = 1.025145, 	Val Loss = 1.191965
Epoch 3, 	Batch:9, 	Train Loss = 1.009620, 	Val Loss = 1.191965
Epoch 4, 	Batch:0, 	Train Loss = 0.808894, 	Val Loss = 1.060930
Epoch 4, 	Batch:1, 	Train Loss = 0.756982, 	Val Loss = 1.060930
Epoch 4, 	Batch:2, 	Train Loss = 0.852751, 	Val Loss = 1.060930
Epoch 4, 	Batch:3, 	Train Loss = 0.890589, 	Val Loss = 1.060930
Epoch 4, 	Batch:4, 	Train Loss = 0.911338, 	Val Loss = 1.060930
Epoch 4, 	Batch:5, 	Train Loss = 0.905256, 	Val Loss = 1.060930
Epoch 4, 	Batch:6, 	Train Loss = 0.942985, 	Val Loss = 1.060930
Epoch 4, 	Batch:7, 	Train Loss = 0.947919, 	Val Loss = 1.060930
Epoch 4, 	Batch:8, 	Train Loss = 0.938811, 	Val Loss = 1.060930
Epoch 4, 	Batch:9, 	Train Loss = 0.943880, 	Val Loss = 1.060930
Epoch 5, 	Batch:0, 	Train Loss = 0.770986, 	Val Loss = 1.190611
Epoch 5, 	Batch:1, 	Train Loss = 0.685580, 	Val Loss = 1.190611
Epoch 5, 	Batch:2, 	Train Loss = 0.671566, 	Val Loss = 1.190611
