Job runs on node:
eu-g9-046-4
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=1
EPOCHS=300
OPTSTEP=0.2
BATCHSIZE=25
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=2
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 1 -b 25 -e 300 -v 0.2 -sz 0.2 -of 'runs/ed' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -njx

Epoch 1, 	Batch:0, 	Train Loss = 1.573249, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 1.279210, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 1.316230, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 1.146688, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.567066, 	Val Loss = 0.470041
Epoch 2, 	Batch:1, 	Train Loss = 0.544567, 	Val Loss = 0.470041
Epoch 2, 	Batch:2, 	Train Loss = 0.569599, 	Val Loss = 0.470041
Epoch 2, 	Batch:3, 	Train Loss = 0.539928, 	Val Loss = 0.470041
Epoch 3, 	Batch:0, 	Train Loss = 0.536089, 	Val Loss = 0.459778
Epoch 3, 	Batch:1, 	Train Loss = 0.460529, 	Val Loss = 0.459778
Epoch 3, 	Batch:2, 	Train Loss = 0.529698, 	Val Loss = 0.459778
Epoch 3, 	Batch:3, 	Train Loss = 0.541391, 	Val Loss = 0.459778
Epoch 4, 	Batch:0, 	Train Loss = 0.689086, 	Val Loss = 0.406269
Epoch 4, 	Batch:1, 	Train Loss = 0.575252, 	Val Loss = 0.406269
Epoch 4, 	Batch:2, 	Train Loss = 0.553889, 	Val Loss = 0.406269
Epoch 4, 	Batch:3, 	Train Loss = 0.571465, 	Val Loss = 0.406269
Epoch 5, 	Batch:0, 	Train Loss = 0.650550, 	Val Loss = 0.309589
Epoch 5, 	Batch:1, 	Train Loss = 0.655815, 	Val Loss = 0.309589
Epoch 5, 	Batch:2, 	Train Loss = 0.651136, 	Val Loss = 0.309589
Epoch 5, 	Batch:3, 	Train Loss = 0.626207, 	Val Loss = 0.309589
Epoch 6, 	Batch:0, 	Train Loss = 0.515008, 	Val Loss = 0.358586
Epoch 6, 	Batch:1, 	Train Loss = 0.485846, 	Val Loss = 0.358586
Epoch 6, 	Batch:2, 	Train Loss = 0.513349, 	Val Loss = 0.358586
Epoch 6, 	Batch:3, 	Train Loss = 0.512575, 	Val Loss = 0.358586
Epoch 7, 	Batch:0, 	Train Loss = 0.430850, 	Val Loss = 0.376469
Epoch 7, 	Batch:1, 	Train Loss = 0.433489, 	Val Loss = 0.376469
Epoch 7, 	Batch:2, 	Train Loss = 0.432262, 	Val Loss = 0.376469
Epoch 7, 	Batch:3, 	Train Loss = 0.454367, 	Val Loss = 0.376469
Epoch 8, 	Batch:0, 	Train Loss = 0.458672, 	Val Loss = 0.359064
Epoch 8, 	Batch:1, 	Train Loss = 0.433397, 	Val Loss = 0.359064
Epoch 8, 	Batch:2, 	Train Loss = 0.436961, 	Val Loss = 0.359064
Epoch 8, 	Batch:3, 	Train Loss = 0.431148, 	Val Loss = 0.359064
Epoch 9, 	Batch:0, 	Train Loss = 0.494389, 	Val Loss = 0.269463
Epoch 9, 	Batch:1, 	Train Loss = 0.453611, 	Val Loss = 0.269463
Epoch 9, 	Batch:2, 	Train Loss = 0.423501, 	Val Loss = 0.269463
Epoch 9, 	Batch:3, 	Train Loss = 0.423729, 	Val Loss = 0.269463
Epoch 10, 	Batch:0, 	Train Loss = 0.133505, 	Val Loss = 0.291245
Epoch 10, 	Batch:1, 	Train Loss = 0.229196, 	Val Loss = 0.291245
Epoch 10, 	Batch:2, 	Train Loss = 0.252145, 	Val Loss = 0.291245
Epoch 10, 	Batch:3, 	Train Loss = 0.216141, 	Val Loss = 0.291245
Epoch 11, 	Batch:0, 	Train Loss = 0.425142, 	Val Loss = 0.318012
Epoch 11, 	Batch:1, 	Train Loss = 0.396601, 	Val Loss = 0.318012
Epoch 11, 	Batch:2, 	Train Loss = 0.360737, 	Val Loss = 0.318012
Epoch 11, 	Batch:3, 	Train Loss = 0.374094, 	Val Loss = 0.318012
Epoch 12, 	Batch:0, 	Train Loss = 0.463571, 	Val Loss = 0.230130
Epoch 12, 	Batch:1, 	Train Loss = 0.386416, 	Val Loss = 0.230130
Epoch 12, 	Batch:2, 	Train Loss = 0.329431, 	Val Loss = 0.230130
Epoch 12, 	Batch:3, 	Train Loss = 0.338704, 	Val Loss = 0.230130
Epoch 13, 	Batch:0, 	Train Loss = 0.238387, 	Val Loss = 0.324345
Epoch 13, 	Batch:1, 	Train Loss = 0.291420, 	Val Loss = 0.324345
Epoch 13, 	Batch:2, 	Train Loss = 0.274534, 	Val Loss = 0.324345
Epoch 13, 	Batch:3, 	Train Loss = 0.298235, 	Val Loss = 0.324345
Epoch 14, 	Batch:0, 	Train Loss = 0.461998, 	Val Loss = 0.241530
Epoch 14, 	Batch:1, 	Train Loss = 0.405212, 	Val Loss = 0.241530
Epoch 14, 	Batch:2, 	Train Loss = 0.389206, 	Val Loss = 0.241530
Epoch 14, 	Batch:3, 	Train Loss = 0.374622, 	Val Loss = 0.241530
Epoch 15, 	Batch:0, 	Train Loss = 0.436129, 	Val Loss = 0.212256
Epoch 15, 	Batch:1, 	Train Loss = 0.351476, 	Val Loss = 0.212256
Epoch 15, 	Batch:2, 	Train Loss = 0.349908, 	Val Loss = 0.212256
Epoch 15, 	Batch:3, 	Train Loss = 0.344777, 	Val Loss = 0.212256
Epoch 16, 	Batch:0, 	Train Loss = 0.357123, 	Val Loss = 0.279661
Epoch 16, 	Batch:1, 	Train Loss = 0.315615, 	Val Loss = 0.279661
Epoch 16, 	Batch:2, 	Train Loss = 0.313134, 	Val Loss = 0.279661
Epoch 16, 	Batch:3, 	Train Loss = 0.313977, 	Val Loss = 0.279661
Epoch 17, 	Batch:0, 	Train Loss = 0.360270, 	Val Loss = 0.231038
Epoch 17, 	Batch:1, 	Train Loss = 0.330094, 	Val Loss = 0.231038
Epoch 17, 	Batch:2, 	Train Loss = 0.331600, 	Val Loss = 0.231038
