Job runs on node:
eu-g9-046-4
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=2
EPOCHS=300
OPTSTEP=0.2
BATCHSIZE=25
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=2
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 2 -b 25 -e 300 -v 0.2 -sz 0.2 -of 'runs/ed' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -njx

Epoch 1, 	Batch:0, 	Train Loss = 2.455749, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 2.267946, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 2.244668, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 1.997211, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 1.252807, 	Val Loss = 0.697087
Epoch 2, 	Batch:1, 	Train Loss = 1.069143, 	Val Loss = 0.697087
Epoch 2, 	Batch:2, 	Train Loss = 1.031023, 	Val Loss = 0.697087
Epoch 2, 	Batch:3, 	Train Loss = 0.939047, 	Val Loss = 0.697087
Epoch 3, 	Batch:0, 	Train Loss = 0.955128, 	Val Loss = 0.812384
Epoch 3, 	Batch:1, 	Train Loss = 1.047279, 	Val Loss = 0.812384
Epoch 3, 	Batch:2, 	Train Loss = 0.972646, 	Val Loss = 0.812384
Epoch 3, 	Batch:3, 	Train Loss = 0.826057, 	Val Loss = 0.812384
Epoch 4, 	Batch:0, 	Train Loss = 1.076904, 	Val Loss = 0.855196
Epoch 4, 	Batch:1, 	Train Loss = 1.074153, 	Val Loss = 0.855196
Epoch 4, 	Batch:2, 	Train Loss = 0.991548, 	Val Loss = 0.855196
Epoch 4, 	Batch:3, 	Train Loss = 0.820344, 	Val Loss = 0.855196
Epoch 5, 	Batch:0, 	Train Loss = 0.833012, 	Val Loss = 0.587410
Epoch 5, 	Batch:1, 	Train Loss = 0.896151, 	Val Loss = 0.587410
Epoch 5, 	Batch:2, 	Train Loss = 0.827558, 	Val Loss = 0.587410
Epoch 5, 	Batch:3, 	Train Loss = 0.701666, 	Val Loss = 0.587410
Epoch 6, 	Batch:0, 	Train Loss = 0.943051, 	Val Loss = 0.692995
Epoch 6, 	Batch:1, 	Train Loss = 0.882024, 	Val Loss = 0.692995
Epoch 6, 	Batch:2, 	Train Loss = 0.850414, 	Val Loss = 0.692995
Epoch 6, 	Batch:3, 	Train Loss = 0.784500, 	Val Loss = 0.692995
Epoch 7, 	Batch:0, 	Train Loss = 0.828600, 	Val Loss = 0.481224
Epoch 7, 	Batch:1, 	Train Loss = 0.772051, 	Val Loss = 0.481224
Epoch 7, 	Batch:2, 	Train Loss = 0.731202, 	Val Loss = 0.481224
Epoch 7, 	Batch:3, 	Train Loss = 0.675008, 	Val Loss = 0.481224
Epoch 8, 	Batch:0, 	Train Loss = 0.659806, 	Val Loss = 0.662711
Epoch 8, 	Batch:1, 	Train Loss = 0.639275, 	Val Loss = 0.662711
Epoch 8, 	Batch:2, 	Train Loss = 0.631681, 	Val Loss = 0.662711
Epoch 8, 	Batch:3, 	Train Loss = 0.546351, 	Val Loss = 0.662711
Epoch 9, 	Batch:0, 	Train Loss = 0.835642, 	Val Loss = 0.250787
Epoch 9, 	Batch:1, 	Train Loss = 0.816251, 	Val Loss = 0.250787
Epoch 9, 	Batch:2, 	Train Loss = 0.738088, 	Val Loss = 0.250787
Epoch 9, 	Batch:3, 	Train Loss = 0.651334, 	Val Loss = 0.250787
Epoch 10, 	Batch:0, 	Train Loss = 0.700499, 	Val Loss = 0.570014
Epoch 10, 	Batch:1, 	Train Loss = 0.615563, 	Val Loss = 0.570014
Epoch 10, 	Batch:2, 	Train Loss = 0.508819, 	Val Loss = 0.570014
Epoch 10, 	Batch:3, 	Train Loss = 0.411035, 	Val Loss = 0.570014
Epoch 11, 	Batch:0, 	Train Loss = 0.400879, 	Val Loss = 0.186341
Epoch 11, 	Batch:1, 	Train Loss = 0.428313, 	Val Loss = 0.186341
Epoch 11, 	Batch:2, 	Train Loss = 0.482006, 	Val Loss = 0.186341
