Job runs on node:
eu-g9-048-4
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=3
EPOCHS=300
OPTSTEP=0.2
BATCHSIZE=25
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=1
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 3 -b 25 -e 300 -v 0.2 -sz 0.2 -of 'runs/ed' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -njx

Epoch 1, 	Batch:0, 	Train Loss = 3.242949, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 2.786215, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 2.567749, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 2.359004, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 1.500078, 	Val Loss = 1.228587
Epoch 2, 	Batch:1, 	Train Loss = 1.630039, 	Val Loss = 1.228587
Epoch 2, 	Batch:2, 	Train Loss = 1.506611, 	Val Loss = 1.228587
Epoch 2, 	Batch:3, 	Train Loss = 1.433700, 	Val Loss = 1.228587
Epoch 3, 	Batch:0, 	Train Loss = 0.718267, 	Val Loss = 1.256600
Epoch 3, 	Batch:1, 	Train Loss = 0.908503, 	Val Loss = 1.256600
Epoch 3, 	Batch:2, 	Train Loss = 0.985688, 	Val Loss = 1.256600
Epoch 3, 	Batch:3, 	Train Loss = 1.024983, 	Val Loss = 1.256600
Epoch 4, 	Batch:0, 	Train Loss = 1.024314, 	Val Loss = 1.085601
Epoch 4, 	Batch:1, 	Train Loss = 1.143076, 	Val Loss = 1.085601
Epoch 4, 	Batch:2, 	Train Loss = 1.056045, 	Val Loss = 1.085601
Epoch 4, 	Batch:3, 	Train Loss = 1.041252, 	Val Loss = 1.085601
Epoch 5, 	Batch:0, 	Train Loss = 1.148978, 	Val Loss = 1.226853
Epoch 5, 	Batch:1, 	Train Loss = 1.387735, 	Val Loss = 1.226853
Epoch 5, 	Batch:2, 	Train Loss = 1.205446, 	Val Loss = 1.226853
Epoch 5, 	Batch:3, 	Train Loss = 1.176621, 	Val Loss = 1.226853
Epoch 6, 	Batch:0, 	Train Loss = 1.085695, 	Val Loss = 0.869303
Epoch 6, 	Batch:1, 	Train Loss = 1.049136, 	Val Loss = 0.869303
Epoch 6, 	Batch:2, 	Train Loss = 0.908437, 	Val Loss = 0.869303
Epoch 6, 	Batch:3, 	Train Loss = 0.944512, 	Val Loss = 0.869303
Epoch 7, 	Batch:0, 	Train Loss = 1.084800, 	Val Loss = 1.008650
Epoch 7, 	Batch:1, 	Train Loss = 1.051045, 	Val Loss = 1.008650
Epoch 7, 	Batch:2, 	Train Loss = 0.954271, 	Val Loss = 1.008650
Epoch 7, 	Batch:3, 	Train Loss = 1.032231, 	Val Loss = 1.008650
Epoch 8, 	Batch:0, 	Train Loss = 0.914827, 	Val Loss = 0.790231
Epoch 8, 	Batch:1, 	Train Loss = 0.948574, 	Val Loss = 0.790231
Epoch 8, 	Batch:2, 	Train Loss = 0.971942, 	Val Loss = 0.790231
Epoch 8, 	Batch:3, 	Train Loss = 0.919391, 	Val Loss = 0.790231
Epoch 9, 	Batch:0, 	Train Loss = 0.784995, 	Val Loss = 0.810925
Epoch 9, 	Batch:1, 	Train Loss = 0.817175, 	Val Loss = 0.810925
Epoch 9, 	Batch:2, 	Train Loss = 0.725356, 	Val Loss = 0.810925
Epoch 9, 	Batch:3, 	Train Loss = 0.680659, 	Val Loss = 0.810925
Epoch 10, 	Batch:0, 	Train Loss = 0.659919, 	Val Loss = 0.837994
Epoch 10, 	Batch:1, 	Train Loss = 0.860234, 	Val Loss = 0.837994
Epoch 10, 	Batch:2, 	Train Loss = 0.899217, 	Val Loss = 0.837994
Epoch 10, 	Batch:3, 	Train Loss = 0.920818, 	Val Loss = 0.837994
Epoch 11, 	Batch:0, 	Train Loss = 0.741359, 	Val Loss = 0.892421
Epoch 11, 	Batch:1, 	Train Loss = 0.823270, 	Val Loss = 0.892421
Epoch 11, 	Batch:2, 	Train Loss = 0.845840, 	Val Loss = 0.892421
Epoch 11, 	Batch:3, 	Train Loss = 0.782714, 	Val Loss = 0.892421
Epoch 12, 	Batch:0, 	Train Loss = 0.698822, 	Val Loss = 0.907967
Epoch 12, 	Batch:1, 	Train Loss = 1.029996, 	Val Loss = 0.907967
Epoch 12, 	Batch:2, 	Train Loss = 0.938230, 	Val Loss = 0.907967
Epoch 12, 	Batch:3, 	Train Loss = 0.876587, 	Val Loss = 0.907967
Epoch 13, 	Batch:0, 	Train Loss = 0.738639, 	Val Loss = 0.710377
Epoch 13, 	Batch:1, 	Train Loss = 0.825014, 	Val Loss = 0.710377
Epoch 13, 	Batch:2, 	Train Loss = 0.813524, 	Val Loss = 0.710377
Epoch 13, 	Batch:3, 	Train Loss = 0.834074, 	Val Loss = 0.710377
Epoch 14, 	Batch:0, 	Train Loss = 0.693415, 	Val Loss = 0.732104
Epoch 14, 	Batch:1, 	Train Loss = 0.703100, 	Val Loss = 0.732104
Epoch 14, 	Batch:2, 	Train Loss = 0.763556, 	Val Loss = 0.732104
Epoch 14, 	Batch:3, 	Train Loss = 0.781438, 	Val Loss = 0.732104
Epoch 15, 	Batch:0, 	Train Loss = 0.610715, 	Val Loss = 0.649130
Epoch 15, 	Batch:1, 	Train Loss = 0.969572, 	Val Loss = 0.649130
Epoch 15, 	Batch:2, 	Train Loss = 0.896068, 	Val Loss = 0.649130
Epoch 15, 	Batch:3, 	Train Loss = 0.890111, 	Val Loss = 0.649130
Epoch 16, 	Batch:0, 	Train Loss = 0.633637, 	Val Loss = 0.830141
Epoch 16, 	Batch:1, 	Train Loss = 0.601124, 	Val Loss = 0.830141
Epoch 16, 	Batch:2, 	Train Loss = 0.582884, 	Val Loss = 0.830141
Epoch 16, 	Batch:3, 	Train Loss = 0.553440, 	Val Loss = 0.830141
Epoch 17, 	Batch:0, 	Train Loss = 0.945275, 	Val Loss = 0.925730
Epoch 17, 	Batch:1, 	Train Loss = 0.726904, 	Val Loss = 0.925730
Epoch 17, 	Batch:2, 	Train Loss = 0.837065, 	Val Loss = 0.925730
Epoch 17, 	Batch:3, 	Train Loss = 0.832469, 	Val Loss = 0.925730
Epoch 18, 	Batch:0, 	Train Loss = 0.575263, 	Val Loss = 0.708551
Epoch 18, 	Batch:1, 	Train Loss = 0.781169, 	Val Loss = 0.708551
Epoch 18, 	Batch:2, 	Train Loss = 0.788461, 	Val Loss = 0.708551
Epoch 18, 	Batch:3, 	Train Loss = 0.817657, 	Val Loss = 0.708551
Epoch 19, 	Batch:0, 	Train Loss = 0.792205, 	Val Loss = 0.730320
Epoch 19, 	Batch:1, 	Train Loss = 0.853211, 	Val Loss = 0.730320
Epoch 19, 	Batch:2, 	Train Loss = 0.775939, 	Val Loss = 0.730320
Epoch 19, 	Batch:3, 	Train Loss = 0.810150, 	Val Loss = 0.730320
Epoch 20, 	Batch:0, 	Train Loss = 0.764270, 	Val Loss = 0.732844
Epoch 20, 	Batch:1, 	Train Loss = 0.678257, 	Val Loss = 0.732844
Epoch 20, 	Batch:2, 	Train Loss = 0.729048, 	Val Loss = 0.732844
Epoch 20, 	Batch:3, 	Train Loss = 0.739511, 	Val Loss = 0.732844
Epoch 21, 	Batch:0, 	Train Loss = 0.715084, 	Val Loss = 0.850719
Epoch 21, 	Batch:1, 	Train Loss = 0.646788, 	Val Loss = 0.850719
Epoch 21, 	Batch:2, 	Train Loss = 0.556234, 	Val Loss = 0.850719
Epoch 21, 	Batch:3, 	Train Loss = 0.562607, 	Val Loss = 0.850719
Epoch 22, 	Batch:0, 	Train Loss = 0.616662, 	Val Loss = 0.739162
Epoch 22, 	Batch:1, 	Train Loss = 0.848590, 	Val Loss = 0.739162
Epoch 22, 	Batch:2, 	Train Loss = 0.743313, 	Val Loss = 0.739162
Epoch 22, 	Batch:3, 	Train Loss = 0.748237, 	Val Loss = 0.739162
Epoch 23, 	Batch:0, 	Train Loss = 0.587818, 	Val Loss = 0.814375
Epoch 23, 	Batch:1, 	Train Loss = 0.628098, 	Val Loss = 0.814375
Epoch 23, 	Batch:2, 	Train Loss = 0.683814, 	Val Loss = 0.814375
Epoch 23, 	Batch:3, 	Train Loss = 0.677537, 	Val Loss = 0.814375
Epoch 24, 	Batch:0, 	Train Loss = 0.706390, 	Val Loss = 0.852490
Epoch 24, 	Batch:1, 	Train Loss = 0.801684, 	Val Loss = 0.852490
Epoch 24, 	Batch:2, 	Train Loss = 0.817952, 	Val Loss = 0.852490
Epoch 24, 	Batch:3, 	Train Loss = 0.804458, 	Val Loss = 0.852490
Epoch 25, 	Batch:0, 	Train Loss = 0.605369, 	Val Loss = 0.410921
Epoch 25, 	Batch:1, 	Train Loss = 0.747842, 	Val Loss = 0.410921
Epoch 25, 	Batch:2, 	Train Loss = 0.769352, 	Val Loss = 0.410921
Epoch 25, 	Batch:3, 	Train Loss = 0.738741, 	Val Loss = 0.410921
Epoch 26, 	Batch:0, 	Train Loss = 0.811212, 	Val Loss = 0.824089
Epoch 26, 	Batch:1, 	Train Loss = 0.831837, 	Val Loss = 0.824089
Epoch 26, 	Batch:2, 	Train Loss = 0.813248, 	Val Loss = 0.824089
Epoch 26, 	Batch:3, 	Train Loss = 0.770889, 	Val Loss = 0.824089
Epoch 27, 	Batch:0, 	Train Loss = 0.689942, 	Val Loss = 0.760328
Epoch 27, 	Batch:1, 	Train Loss = 0.725794, 	Val Loss = 0.760328
Epoch 27, 	Batch:2, 	Train Loss = 0.716281, 	Val Loss = 0.760328
Epoch 27, 	Batch:3, 	Train Loss = 0.755266, 	Val Loss = 0.760328
Epoch 28, 	Batch:0, 	Train Loss = 0.623551, 	Val Loss = 0.685534
Epoch 28, 	Batch:1, 	Train Loss = 0.768214, 	Val Loss = 0.685534
Epoch 28, 	Batch:2, 	Train Loss = 0.759557, 	Val Loss = 0.685534
Epoch 28, 	Batch:3, 	Train Loss = 0.716954, 	Val Loss = 0.685534
Epoch 29, 	Batch:0, 	Train Loss = 0.430528, 	Val Loss = 0.678374
Epoch 29, 	Batch:1, 	Train Loss = 0.506804, 	Val Loss = 0.678374
