Job runs on node:
eu-g9-005-3
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=1
EPOCHS=300
OPTSTEP=0.2
BATCHSIZE=25
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=0
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 1 -b 25 -e 300 -v 0.2 -sz 0.2 -of 'runs/ed' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -njx

Epoch 1, 	Batch:0, 	Train Loss = 1.969901, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 1.489968, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 1.128746, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 1.038063, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.720054, 	Val Loss = 0.662840
Epoch 2, 	Batch:1, 	Train Loss = 0.613339, 	Val Loss = 0.662840
Epoch 2, 	Batch:2, 	Train Loss = 0.615139, 	Val Loss = 0.662840
Epoch 2, 	Batch:3, 	Train Loss = 0.519377, 	Val Loss = 0.662840
Epoch 3, 	Batch:0, 	Train Loss = 0.355716, 	Val Loss = 0.362600
Epoch 3, 	Batch:1, 	Train Loss = 0.407356, 	Val Loss = 0.362600
Epoch 3, 	Batch:2, 	Train Loss = 0.395196, 	Val Loss = 0.362600
Epoch 3, 	Batch:3, 	Train Loss = 0.362094, 	Val Loss = 0.362600
Epoch 4, 	Batch:0, 	Train Loss = 0.164472, 	Val Loss = 0.314913
Epoch 4, 	Batch:1, 	Train Loss = 0.252832, 	Val Loss = 0.314913
Epoch 4, 	Batch:2, 	Train Loss = 0.273424, 	Val Loss = 0.314913
Epoch 4, 	Batch:3, 	Train Loss = 0.297031, 	Val Loss = 0.314913
Epoch 5, 	Batch:0, 	Train Loss = 0.359163, 	Val Loss = 0.335188
Epoch 5, 	Batch:1, 	Train Loss = 0.350290, 	Val Loss = 0.335188
Epoch 5, 	Batch:2, 	Train Loss = 0.304673, 	Val Loss = 0.335188
Epoch 5, 	Batch:3, 	Train Loss = 0.291778, 	Val Loss = 0.335188
Epoch 6, 	Batch:0, 	Train Loss = 0.317080, 	Val Loss = 0.284507
Epoch 6, 	Batch:1, 	Train Loss = 0.261461, 	Val Loss = 0.284507
Epoch 6, 	Batch:2, 	Train Loss = 0.283034, 	Val Loss = 0.284507
Epoch 6, 	Batch:3, 	Train Loss = 0.281641, 	Val Loss = 0.284507
Epoch 7, 	Batch:0, 	Train Loss = 0.287257, 	Val Loss = 0.210461
Epoch 7, 	Batch:1, 	Train Loss = 0.282043, 	Val Loss = 0.210461
Epoch 7, 	Batch:2, 	Train Loss = 0.289107, 	Val Loss = 0.210461
Epoch 7, 	Batch:3, 	Train Loss = 0.290935, 	Val Loss = 0.210461
Epoch 8, 	Batch:0, 	Train Loss = 0.274651, 	Val Loss = 0.263295
Epoch 8, 	Batch:1, 	Train Loss = 0.275568, 	Val Loss = 0.263295
Epoch 8, 	Batch:2, 	Train Loss = 0.245675, 	Val Loss = 0.263295
Epoch 8, 	Batch:3, 	Train Loss = 0.250416, 	Val Loss = 0.263295
Epoch 9, 	Batch:0, 	Train Loss = 0.347461, 	Val Loss = 0.266803
Epoch 9, 	Batch:1, 	Train Loss = 0.332685, 	Val Loss = 0.266803
Epoch 9, 	Batch:2, 	Train Loss = 0.331197, 	Val Loss = 0.266803
Epoch 9, 	Batch:3, 	Train Loss = 0.283861, 	Val Loss = 0.266803
Epoch 10, 	Batch:0, 	Train Loss = 0.313614, 	Val Loss = 0.195571
Epoch 10, 	Batch:1, 	Train Loss = 0.295674, 	Val Loss = 0.195571
Epoch 10, 	Batch:2, 	Train Loss = 0.292209, 	Val Loss = 0.195571
Epoch 10, 	Batch:3, 	Train Loss = 0.281195, 	Val Loss = 0.195571
Epoch 11, 	Batch:0, 	Train Loss = 0.256530, 	Val Loss = 0.175585
Epoch 11, 	Batch:1, 	Train Loss = 0.228215, 	Val Loss = 0.175585
Epoch 11, 	Batch:2, 	Train Loss = 0.209087, 	Val Loss = 0.175585
Epoch 11, 	Batch:3, 	Train Loss = 0.209198, 	Val Loss = 0.175585
Epoch 12, 	Batch:0, 	Train Loss = 0.365467, 	Val Loss = 0.299897
Epoch 12, 	Batch:1, 	Train Loss = 0.296243, 	Val Loss = 0.299897
Epoch 12, 	Batch:2, 	Train Loss = 0.290120, 	Val Loss = 0.299897
Epoch 12, 	Batch:3, 	Train Loss = 0.294013, 	Val Loss = 0.299897
Epoch 13, 	Batch:0, 	Train Loss = 0.323710, 	Val Loss = 0.265629
Epoch 13, 	Batch:1, 	Train Loss = 0.272809, 	Val Loss = 0.265629
Epoch 13, 	Batch:2, 	Train Loss = 0.263033, 	Val Loss = 0.265629
Epoch 13, 	Batch:3, 	Train Loss = 0.219914, 	Val Loss = 0.265629
Epoch 14, 	Batch:0, 	Train Loss = 0.306752, 	Val Loss = 0.247397
Epoch 14, 	Batch:1, 	Train Loss = 0.167276, 	Val Loss = 0.247397
Epoch 14, 	Batch:2, 	Train Loss = 0.207677, 	Val Loss = 0.247397
Epoch 14, 	Batch:3, 	Train Loss = 0.228017, 	Val Loss = 0.247397
Epoch 15, 	Batch:0, 	Train Loss = 0.271790, 	Val Loss = 0.188730
Epoch 15, 	Batch:1, 	Train Loss = 0.241069, 	Val Loss = 0.188730
Epoch 15, 	Batch:2, 	Train Loss = 0.250984, 	Val Loss = 0.188730
Epoch 15, 	Batch:3, 	Train Loss = 0.216347, 	Val Loss = 0.188730
Epoch 16, 	Batch:0, 	Train Loss = 0.143675, 	Val Loss = 0.253146
Epoch 16, 	Batch:1, 	Train Loss = 0.219637, 	Val Loss = 0.253146
Epoch 16, 	Batch:2, 	Train Loss = 0.247938, 	Val Loss = 0.253146
Epoch 16, 	Batch:3, 	Train Loss = 0.222646, 	Val Loss = 0.253146
Epoch 17, 	Batch:0, 	Train Loss = 0.272883, 	Val Loss = 0.197444
Epoch 17, 	Batch:1, 	Train Loss = 0.223245, 	Val Loss = 0.197444
Epoch 17, 	Batch:2, 	Train Loss = 0.206866, 	Val Loss = 0.197444
Epoch 17, 	Batch:3, 	Train Loss = 0.211734, 	Val Loss = 0.197444
Epoch 18, 	Batch:0, 	Train Loss = 0.228135, 	Val Loss = 0.029520
Epoch 18, 	Batch:1, 	Train Loss = 0.233246, 	Val Loss = 0.029520
Epoch 18, 	Batch:2, 	Train Loss = 0.218039, 	Val Loss = 0.029520
Epoch 18, 	Batch:3, 	Train Loss = 0.206848, 	Val Loss = 0.029520
Epoch 19, 	Batch:0, 	Train Loss = 0.256433, 	Val Loss = 0.199422
Epoch 19, 	Batch:1, 	Train Loss = 0.248551, 	Val Loss = 0.199422
Epoch 19, 	Batch:2, 	Train Loss = 0.232580, 	Val Loss = 0.199422
Epoch 19, 	Batch:3, 	Train Loss = 0.203053, 	Val Loss = 0.199422
