Job runs on node:
eu-g9-048-1
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=4
EPOCHS=2500
OPTSTEP=0.2
BATCHSIZE=100
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=0
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 4 -b 100 -e 2500 -v 0.2 -sz 0.2 -of 'runs/ed' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -njx

Epoch 1, 	Batch:0, 	Train Loss = 2.356515, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 2.536328, 	Val Loss = 3.002286
Epoch 3, 	Batch:0, 	Train Loss = 2.192327, 	Val Loss = 2.061722
Epoch 4, 	Batch:0, 	Train Loss = 1.704139, 	Val Loss = 1.949087
Epoch 5, 	Batch:0, 	Train Loss = 1.250414, 	Val Loss = 1.875636
Epoch 6, 	Batch:0, 	Train Loss = 1.034953, 	Val Loss = 1.190071
Epoch 7, 	Batch:0, 	Train Loss = 1.411395, 	Val Loss = 1.396398
Epoch 8, 	Batch:0, 	Train Loss = 1.156433, 	Val Loss = 1.360018
Epoch 9, 	Batch:0, 	Train Loss = 0.959268, 	Val Loss = 0.870624
Epoch 10, 	Batch:0, 	Train Loss = 1.099725, 	Val Loss = 0.951752
Epoch 11, 	Batch:0, 	Train Loss = 1.452700, 	Val Loss = 1.381882
Epoch 12, 	Batch:0, 	Train Loss = 1.333400, 	Val Loss = 1.218279
Epoch 13, 	Batch:0, 	Train Loss = 1.289014, 	Val Loss = 1.217063
Epoch 14, 	Batch:0, 	Train Loss = 1.191004, 	Val Loss = 1.232836
Epoch 15, 	Batch:0, 	Train Loss = 1.058079, 	Val Loss = 1.083307
Epoch 16, 	Batch:0, 	Train Loss = 1.056020, 	Val Loss = 1.184958
Epoch 17, 	Batch:0, 	Train Loss = 1.185559, 	Val Loss = 1.000476
Epoch 18, 	Batch:0, 	Train Loss = 0.876357, 	Val Loss = 1.117745
Epoch 19, 	Batch:0, 	Train Loss = 1.052703, 	Val Loss = 1.146532
Epoch 20, 	Batch:0, 	Train Loss = 1.096462, 	Val Loss = 1.332604
Epoch 21, 	Batch:0, 	Train Loss = 0.980875, 	Val Loss = 0.681553
Epoch 22, 	Batch:0, 	Train Loss = 0.760959, 	Val Loss = 1.085199
Epoch 23, 	Batch:0, 	Train Loss = 0.780571, 	Val Loss = 1.004878
Epoch 24, 	Batch:0, 	Train Loss = 0.850711, 	Val Loss = 1.005179
Epoch 25, 	Batch:0, 	Train Loss = 0.974093, 	Val Loss = 0.900004
Epoch 26, 	Batch:0, 	Train Loss = 1.123208, 	Val Loss = 1.096581
Epoch 27, 	Batch:0, 	Train Loss = 1.121519, 	Val Loss = 0.906463
Epoch 28, 	Batch:0, 	Train Loss = 0.947415, 	Val Loss = 0.850600
Epoch 29, 	Batch:0, 	Train Loss = 1.077700, 	Val Loss = 0.829934
Epoch 30, 	Batch:0, 	Train Loss = 0.894027, 	Val Loss = 0.696936
Epoch 31, 	Batch:0, 	Train Loss = 1.158076, 	Val Loss = 1.273066
Epoch 32, 	Batch:0, 	Train Loss = 0.775452, 	Val Loss = 0.977344
Epoch 33, 	Batch:0, 	Train Loss = 0.996575, 	Val Loss = 0.859532
Epoch 34, 	Batch:0, 	Train Loss = 1.058366, 	Val Loss = 0.812652
Epoch 35, 	Batch:0, 	Train Loss = 1.000597, 	Val Loss = 1.055360
Epoch 36, 	Batch:0, 	Train Loss = 0.801129, 	Val Loss = 0.980539
Epoch 37, 	Batch:0, 	Train Loss = 0.941676, 	Val Loss = 0.897993
Epoch 38, 	Batch:0, 	Train Loss = 0.717209, 	Val Loss = 0.933435
Epoch 39, 	Batch:0, 	Train Loss = 1.158635, 	Val Loss = 0.806597
Epoch 40, 	Batch:0, 	Train Loss = 1.032320, 	Val Loss = 0.965359
Epoch 41, 	Batch:0, 	Train Loss = 1.126549, 	Val Loss = 1.055995
Epoch 42, 	Batch:0, 	Train Loss = 0.967841, 	Val Loss = 0.815641
Epoch 43, 	Batch:0, 	Train Loss = 0.686540, 	Val Loss = 1.045453
