Job runs on node:
eu-g9-047-4
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=6
EPOCHS=300
OPTSTEP=0.2
BATCHSIZE=25
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=2
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 6 -b 25 -e 300 -v 0.2 -sz 0.2 -of 'runs/ee' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -njx

Epoch 1, 	Batch:0, 	Train Loss = 3.838488, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 2.926293, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 3.053354, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 2.911291, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 3.016658, 	Val Loss = 2.630636
Epoch 2, 	Batch:1, 	Train Loss = 2.708379, 	Val Loss = 2.630636
Epoch 2, 	Batch:2, 	Train Loss = 2.556072, 	Val Loss = 2.630636
Epoch 2, 	Batch:3, 	Train Loss = 2.505104, 	Val Loss = 2.630636
Epoch 3, 	Batch:0, 	Train Loss = 1.595976, 	Val Loss = 2.078843
Epoch 3, 	Batch:1, 	Train Loss = 1.798108, 	Val Loss = 2.078843
Epoch 3, 	Batch:2, 	Train Loss = 1.693104, 	Val Loss = 2.078843
Epoch 3, 	Batch:3, 	Train Loss = 1.654138, 	Val Loss = 2.078843
Epoch 4, 	Batch:0, 	Train Loss = 1.051389, 	Val Loss = 1.559277
Epoch 4, 	Batch:1, 	Train Loss = 1.387944, 	Val Loss = 1.559277
Epoch 4, 	Batch:2, 	Train Loss = 1.438256, 	Val Loss = 1.559277
Epoch 4, 	Batch:3, 	Train Loss = 1.482281, 	Val Loss = 1.559277
Epoch 5, 	Batch:0, 	Train Loss = 0.988752, 	Val Loss = 1.551021
Epoch 5, 	Batch:1, 	Train Loss = 1.313813, 	Val Loss = 1.551021
Epoch 5, 	Batch:2, 	Train Loss = 1.279646, 	Val Loss = 1.551021
Epoch 5, 	Batch:3, 	Train Loss = 1.283889, 	Val Loss = 1.551021
Epoch 6, 	Batch:0, 	Train Loss = 1.058358, 	Val Loss = 1.368122
Epoch 6, 	Batch:1, 	Train Loss = 1.210927, 	Val Loss = 1.368122
Epoch 6, 	Batch:2, 	Train Loss = 1.034068, 	Val Loss = 1.368122
Epoch 6, 	Batch:3, 	Train Loss = 1.066181, 	Val Loss = 1.368122
Epoch 7, 	Batch:0, 	Train Loss = 0.932128, 	Val Loss = 1.226478
Epoch 7, 	Batch:1, 	Train Loss = 1.169994, 	Val Loss = 1.226478
Epoch 7, 	Batch:2, 	Train Loss = 1.076371, 	Val Loss = 1.226478
Epoch 7, 	Batch:3, 	Train Loss = 1.028415, 	Val Loss = 1.226478
Epoch 8, 	Batch:0, 	Train Loss = 0.593366, 	Val Loss = 1.138401
Epoch 8, 	Batch:1, 	Train Loss = 0.923232, 	Val Loss = 1.138401
Epoch 8, 	Batch:2, 	Train Loss = 0.851339, 	Val Loss = 1.138401
Epoch 8, 	Batch:3, 	Train Loss = 0.867168, 	Val Loss = 1.138401
Epoch 9, 	Batch:0, 	Train Loss = 0.907286, 	Val Loss = 0.846559
Epoch 9, 	Batch:1, 	Train Loss = 1.111970, 	Val Loss = 0.846559
Epoch 9, 	Batch:2, 	Train Loss = 1.045821, 	Val Loss = 0.846559
Epoch 9, 	Batch:3, 	Train Loss = 0.973763, 	Val Loss = 0.846559
Epoch 10, 	Batch:0, 	Train Loss = 0.794675, 	Val Loss = 1.171288
Epoch 10, 	Batch:1, 	Train Loss = 1.066231, 	Val Loss = 1.171288
Epoch 10, 	Batch:2, 	Train Loss = 1.015621, 	Val Loss = 1.171288
Epoch 10, 	Batch:3, 	Train Loss = 0.989784, 	Val Loss = 1.171288
Epoch 11, 	Batch:0, 	Train Loss = 0.695949, 	Val Loss = 1.057324
Epoch 11, 	Batch:1, 	Train Loss = 0.953036, 	Val Loss = 1.057324
Epoch 11, 	Batch:2, 	Train Loss = 0.941966, 	Val Loss = 1.057324
Epoch 11, 	Batch:3, 	Train Loss = 0.914871, 	Val Loss = 1.057324
Epoch 12, 	Batch:0, 	Train Loss = 0.775667, 	Val Loss = 1.092392
Epoch 12, 	Batch:1, 	Train Loss = 0.918888, 	Val Loss = 1.092392
Epoch 12, 	Batch:2, 	Train Loss = 0.847977, 	Val Loss = 1.092392
