Job runs on node:
eu-g9-040-2
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=2
EPOCHS=300
OPTSTEP=0.2
BATCHSIZE=25
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=0
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 2 -b 25 -e 300 -v 0.2 -sz 0.2 -of 'runs/ee' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -njx

Epoch 1, 	Batch:0, 	Train Loss = 2.149711, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 1.870761, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 1.696258, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 1.647219, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.888229, 	Val Loss = 0.632798
Epoch 2, 	Batch:1, 	Train Loss = 0.786795, 	Val Loss = 0.632798
Epoch 2, 	Batch:2, 	Train Loss = 0.725069, 	Val Loss = 0.632798
Epoch 2, 	Batch:3, 	Train Loss = 0.792933, 	Val Loss = 0.632798
Epoch 3, 	Batch:0, 	Train Loss = 0.842560, 	Val Loss = 0.690114
Epoch 3, 	Batch:1, 	Train Loss = 0.786728, 	Val Loss = 0.690114
Epoch 3, 	Batch:2, 	Train Loss = 0.750627, 	Val Loss = 0.690114
Epoch 3, 	Batch:3, 	Train Loss = 0.803937, 	Val Loss = 0.690114
Epoch 4, 	Batch:0, 	Train Loss = 0.728435, 	Val Loss = 0.537344
Epoch 4, 	Batch:1, 	Train Loss = 0.621971, 	Val Loss = 0.537344
Epoch 4, 	Batch:2, 	Train Loss = 0.576186, 	Val Loss = 0.537344
Epoch 4, 	Batch:3, 	Train Loss = 0.652587, 	Val Loss = 0.537344
Epoch 5, 	Batch:0, 	Train Loss = 0.602848, 	Val Loss = 0.411502
Epoch 5, 	Batch:1, 	Train Loss = 0.522011, 	Val Loss = 0.411502
Epoch 5, 	Batch:2, 	Train Loss = 0.523850, 	Val Loss = 0.411502
Epoch 5, 	Batch:3, 	Train Loss = 0.563212, 	Val Loss = 0.411502
Epoch 6, 	Batch:0, 	Train Loss = 0.574988, 	Val Loss = 0.478015
Epoch 6, 	Batch:1, 	Train Loss = 0.510841, 	Val Loss = 0.478015
Epoch 6, 	Batch:2, 	Train Loss = 0.475563, 	Val Loss = 0.478015
Epoch 6, 	Batch:3, 	Train Loss = 0.508712, 	Val Loss = 0.478015
Epoch 7, 	Batch:0, 	Train Loss = 0.504834, 	Val Loss = 0.365532
Epoch 7, 	Batch:1, 	Train Loss = 0.464739, 	Val Loss = 0.365532
Epoch 7, 	Batch:2, 	Train Loss = 0.440566, 	Val Loss = 0.365532
Epoch 7, 	Batch:3, 	Train Loss = 0.482585, 	Val Loss = 0.365532
Epoch 8, 	Batch:0, 	Train Loss = 0.561352, 	Val Loss = 0.458643
Epoch 8, 	Batch:1, 	Train Loss = 0.474759, 	Val Loss = 0.458643
Epoch 8, 	Batch:2, 	Train Loss = 0.459336, 	Val Loss = 0.458643
Epoch 8, 	Batch:3, 	Train Loss = 0.494074, 	Val Loss = 0.458643
Epoch 9, 	Batch:0, 	Train Loss = 0.459627, 	Val Loss = 0.341649
Epoch 9, 	Batch:1, 	Train Loss = 0.373711, 	Val Loss = 0.341649
Epoch 9, 	Batch:2, 	Train Loss = 0.366022, 	Val Loss = 0.341649
Epoch 9, 	Batch:3, 	Train Loss = 0.421738, 	Val Loss = 0.341649
Epoch 10, 	Batch:0, 	Train Loss = 0.492247, 	Val Loss = 0.375740
Epoch 10, 	Batch:1, 	Train Loss = 0.419453, 	Val Loss = 0.375740
Epoch 10, 	Batch:2, 	Train Loss = 0.409561, 	Val Loss = 0.375740
Epoch 10, 	Batch:3, 	Train Loss = 0.432990, 	Val Loss = 0.375740
Epoch 11, 	Batch:0, 	Train Loss = 0.444825, 	Val Loss = 0.376568
Epoch 11, 	Batch:1, 	Train Loss = 0.401950, 	Val Loss = 0.376568
Epoch 11, 	Batch:2, 	Train Loss = 0.375165, 	Val Loss = 0.376568
