Job runs on node:
eu-g9-031-3
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=4
EPOCHS=300
OPTSTEP=0.2
BATCHSIZE=8
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=0
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 4 -b 8 -e 300 -v 0.2 -sz 0.2 -of 'runs/ee' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -njx

Epoch 1, 	Batch:0, 	Train Loss = 2.890430, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 2.832611, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 2.758414, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 2.605096, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 2.442279, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 2.286206, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 2.241692, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 2.117790, 	Val Loss = 0.000000
Epoch 1, 	Batch:8, 	Train Loss = 2.016145, 	Val Loss = 0.000000
Epoch 1, 	Batch:9, 	Train Loss = 1.896902, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.800031, 	Val Loss = 1.177880
Epoch 2, 	Batch:1, 	Train Loss = 0.986740, 	Val Loss = 1.177880
Epoch 2, 	Batch:2, 	Train Loss = 0.942895, 	Val Loss = 1.177880
Epoch 2, 	Batch:3, 	Train Loss = 0.923412, 	Val Loss = 1.177880
Epoch 2, 	Batch:4, 	Train Loss = 0.864716, 	Val Loss = 1.177880
Epoch 2, 	Batch:5, 	Train Loss = 0.847563, 	Val Loss = 1.177880
Epoch 2, 	Batch:6, 	Train Loss = 0.909448, 	Val Loss = 1.177880
Epoch 2, 	Batch:7, 	Train Loss = 0.883834, 	Val Loss = 1.177880
Epoch 2, 	Batch:8, 	Train Loss = 0.858481, 	Val Loss = 1.177880
Epoch 2, 	Batch:9, 	Train Loss = 0.812187, 	Val Loss = 1.177880
Epoch 3, 	Batch:0, 	Train Loss = 0.681728, 	Val Loss = 1.208261
Epoch 3, 	Batch:1, 	Train Loss = 0.916886, 	Val Loss = 1.208261
Epoch 3, 	Batch:2, 	Train Loss = 0.836803, 	Val Loss = 1.208261
Epoch 3, 	Batch:3, 	Train Loss = 0.841286, 	Val Loss = 1.208261
Epoch 3, 	Batch:4, 	Train Loss = 0.823333, 	Val Loss = 1.208261
Epoch 3, 	Batch:5, 	Train Loss = 0.833347, 	Val Loss = 1.208261
Epoch 3, 	Batch:6, 	Train Loss = 0.900458, 	Val Loss = 1.208261
Epoch 3, 	Batch:7, 	Train Loss = 0.885582, 	Val Loss = 1.208261
Epoch 3, 	Batch:8, 	Train Loss = 0.878421, 	Val Loss = 1.208261
Epoch 3, 	Batch:9, 	Train Loss = 0.830655, 	Val Loss = 1.208261
Epoch 4, 	Batch:0, 	Train Loss = 0.600438, 	Val Loss = 1.477546
Epoch 4, 	Batch:1, 	Train Loss = 0.802921, 	Val Loss = 1.477546
Epoch 4, 	Batch:2, 	Train Loss = 0.760715, 	Val Loss = 1.477546
Epoch 4, 	Batch:3, 	Train Loss = 0.797478, 	Val Loss = 1.477546
Epoch 4, 	Batch:4, 	Train Loss = 0.733903, 	Val Loss = 1.477546
Epoch 4, 	Batch:5, 	Train Loss = 0.734454, 	Val Loss = 1.477546
Epoch 4, 	Batch:6, 	Train Loss = 0.802348, 	Val Loss = 1.477546
Epoch 4, 	Batch:7, 	Train Loss = 0.779566, 	Val Loss = 1.477546
Epoch 4, 	Batch:8, 	Train Loss = 0.777729, 	Val Loss = 1.477546
Epoch 4, 	Batch:9, 	Train Loss = 0.742924, 	Val Loss = 1.477546
Epoch 5, 	Batch:0, 	Train Loss = 0.518669, 	Val Loss = 1.450344
Epoch 5, 	Batch:1, 	Train Loss = 0.680000, 	Val Loss = 1.450344
Epoch 5, 	Batch:2, 	Train Loss = 0.648380, 	Val Loss = 1.450344
Epoch 5, 	Batch:3, 	Train Loss = 0.721688, 	Val Loss = 1.450344
Epoch 5, 	Batch:4, 	Train Loss = 0.683363, 	Val Loss = 1.450344
Epoch 5, 	Batch:5, 	Train Loss = 0.708974, 	Val Loss = 1.450344
Epoch 5, 	Batch:6, 	Train Loss = 0.811069, 	Val Loss = 1.450344
Epoch 5, 	Batch:7, 	Train Loss = 0.779312, 	Val Loss = 1.450344
Epoch 5, 	Batch:8, 	Train Loss = 0.764695, 	Val Loss = 1.450344
Epoch 5, 	Batch:9, 	Train Loss = 0.727884, 	Val Loss = 1.450344
Epoch 6, 	Batch:0, 	Train Loss = 0.430542, 	Val Loss = 1.465656
Epoch 6, 	Batch:1, 	Train Loss = 0.723379, 	Val Loss = 1.465656
Epoch 6, 	Batch:2, 	Train Loss = 0.677247, 	Val Loss = 1.465656
Epoch 6, 	Batch:3, 	Train Loss = 0.659774, 	Val Loss = 1.465656
Epoch 6, 	Batch:4, 	Train Loss = 0.616221, 	Val Loss = 1.465656
Epoch 6, 	Batch:5, 	Train Loss = 0.616386, 	Val Loss = 1.465656
