Job runs on node:
eu-g9-047-4
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=5
EPOCHS=300
OPTSTEP=0.2
BATCHSIZE=8
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=2
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 5 -b 8 -e 300 -v 0.2 -sz 0.2 -of 'runs/ee' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -njx

Epoch 1, 	Batch:0, 	Train Loss = 3.094102, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 3.100722, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 2.862756, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 2.790445, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 2.657238, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 2.583212, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 2.419043, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 2.333687, 	Val Loss = 0.000000
Epoch 1, 	Batch:8, 	Train Loss = 2.213065, 	Val Loss = 0.000000
Epoch 1, 	Batch:9, 	Train Loss = 2.110871, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 1.295759, 	Val Loss = 1.542253
Epoch 2, 	Batch:1, 	Train Loss = 1.405451, 	Val Loss = 1.542253
Epoch 2, 	Batch:2, 	Train Loss = 1.256230, 	Val Loss = 1.542253
Epoch 2, 	Batch:3, 	Train Loss = 1.392852, 	Val Loss = 1.542253
Epoch 2, 	Batch:4, 	Train Loss = 1.369225, 	Val Loss = 1.542253
Epoch 2, 	Batch:5, 	Train Loss = 1.303356, 	Val Loss = 1.542253
Epoch 2, 	Batch:6, 	Train Loss = 1.183513, 	Val Loss = 1.542253
Epoch 2, 	Batch:7, 	Train Loss = 1.173564, 	Val Loss = 1.542253
Epoch 2, 	Batch:8, 	Train Loss = 1.172268, 	Val Loss = 1.542253
Epoch 2, 	Batch:9, 	Train Loss = 1.131855, 	Val Loss = 1.542253
Epoch 3, 	Batch:0, 	Train Loss = 1.146613, 	Val Loss = 1.106832
Epoch 3, 	Batch:1, 	Train Loss = 1.256068, 	Val Loss = 1.106832
Epoch 3, 	Batch:2, 	Train Loss = 1.090978, 	Val Loss = 1.106832
Epoch 3, 	Batch:3, 	Train Loss = 1.195399, 	Val Loss = 1.106832
Epoch 3, 	Batch:4, 	Train Loss = 1.148049, 	Val Loss = 1.106832
Epoch 3, 	Batch:5, 	Train Loss = 1.081665, 	Val Loss = 1.106832
Epoch 3, 	Batch:6, 	Train Loss = 0.993083, 	Val Loss = 1.106832
Epoch 3, 	Batch:7, 	Train Loss = 0.983446, 	Val Loss = 1.106832
Epoch 3, 	Batch:8, 	Train Loss = 0.986444, 	Val Loss = 1.106832
Epoch 3, 	Batch:9, 	Train Loss = 0.955289, 	Val Loss = 1.106832
Epoch 4, 	Batch:0, 	Train Loss = 0.968722, 	Val Loss = 0.954539
Epoch 4, 	Batch:1, 	Train Loss = 1.057594, 	Val Loss = 0.954539
Epoch 4, 	Batch:2, 	Train Loss = 0.907542, 	Val Loss = 0.954539
Epoch 4, 	Batch:3, 	Train Loss = 1.065133, 	Val Loss = 0.954539
Epoch 4, 	Batch:4, 	Train Loss = 1.019696, 	Val Loss = 0.954539
Epoch 4, 	Batch:5, 	Train Loss = 0.937687, 	Val Loss = 0.954539
Epoch 4, 	Batch:6, 	Train Loss = 0.866165, 	Val Loss = 0.954539
Epoch 4, 	Batch:7, 	Train Loss = 0.863421, 	Val Loss = 0.954539
Epoch 4, 	Batch:8, 	Train Loss = 0.866329, 	Val Loss = 0.954539
Epoch 4, 	Batch:9, 	Train Loss = 0.838006, 	Val Loss = 0.954539
Epoch 5, 	Batch:0, 	Train Loss = 0.882664, 	Val Loss = 0.962850
Epoch 5, 	Batch:1, 	Train Loss = 0.998877, 	Val Loss = 0.962850
Epoch 5, 	Batch:2, 	Train Loss = 0.836433, 	Val Loss = 0.962850
