Job runs on node:
eu-g9-044-4
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=3
EPOCHS=300
OPTSTEP=0.2
BATCHSIZE=8
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=1
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 3 -b 8 -e 300 -v 0.2 -sz 0.2 -of 'runs/ee' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -njx

Epoch 1, 	Batch:0, 	Train Loss = 2.395324, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 2.129995, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 2.039700, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 1.922325, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 1.835543, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 1.776395, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 1.688337, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 1.625124, 	Val Loss = 0.000000
Epoch 1, 	Batch:8, 	Train Loss = 1.538533, 	Val Loss = 0.000000
Epoch 1, 	Batch:9, 	Train Loss = 1.452606, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.849812, 	Val Loss = 0.725824
Epoch 2, 	Batch:1, 	Train Loss = 0.693356, 	Val Loss = 0.725824
Epoch 2, 	Batch:2, 	Train Loss = 0.762511, 	Val Loss = 0.725824
Epoch 2, 	Batch:3, 	Train Loss = 0.743761, 	Val Loss = 0.725824
Epoch 2, 	Batch:4, 	Train Loss = 0.775817, 	Val Loss = 0.725824
Epoch 2, 	Batch:5, 	Train Loss = 0.829199, 	Val Loss = 0.725824
Epoch 2, 	Batch:6, 	Train Loss = 0.809388, 	Val Loss = 0.725824
Epoch 2, 	Batch:7, 	Train Loss = 0.829811, 	Val Loss = 0.725824
Epoch 2, 	Batch:8, 	Train Loss = 0.795145, 	Val Loss = 0.725824
Epoch 2, 	Batch:9, 	Train Loss = 0.759972, 	Val Loss = 0.725824
Epoch 3, 	Batch:0, 	Train Loss = 0.763922, 	Val Loss = 0.611773
Epoch 3, 	Batch:1, 	Train Loss = 0.579020, 	Val Loss = 0.611773
Epoch 3, 	Batch:2, 	Train Loss = 0.626127, 	Val Loss = 0.611773
Epoch 3, 	Batch:3, 	Train Loss = 0.625435, 	Val Loss = 0.611773
Epoch 3, 	Batch:4, 	Train Loss = 0.653366, 	Val Loss = 0.611773
Epoch 3, 	Batch:5, 	Train Loss = 0.702654, 	Val Loss = 0.611773
Epoch 3, 	Batch:6, 	Train Loss = 0.676316, 	Val Loss = 0.611773
Epoch 3, 	Batch:7, 	Train Loss = 0.687620, 	Val Loss = 0.611773
Epoch 3, 	Batch:8, 	Train Loss = 0.654096, 	Val Loss = 0.611773
Epoch 3, 	Batch:9, 	Train Loss = 0.619858, 	Val Loss = 0.611773
Epoch 4, 	Batch:0, 	Train Loss = 0.588940, 	Val Loss = 0.500490
Epoch 4, 	Batch:1, 	Train Loss = 0.466595, 	Val Loss = 0.500490
Epoch 4, 	Batch:2, 	Train Loss = 0.545792, 	Val Loss = 0.500490
Epoch 4, 	Batch:3, 	Train Loss = 0.528912, 	Val Loss = 0.500490
Epoch 4, 	Batch:4, 	Train Loss = 0.573844, 	Val Loss = 0.500490
Epoch 4, 	Batch:5, 	Train Loss = 0.623559, 	Val Loss = 0.500490
Epoch 4, 	Batch:6, 	Train Loss = 0.611031, 	Val Loss = 0.500490
Epoch 4, 	Batch:7, 	Train Loss = 0.630259, 	Val Loss = 0.500490
Epoch 4, 	Batch:8, 	Train Loss = 0.605229, 	Val Loss = 0.500490
Epoch 4, 	Batch:9, 	Train Loss = 0.569738, 	Val Loss = 0.500490
Epoch 5, 	Batch:0, 	Train Loss = 0.605893, 	Val Loss = 0.474280
Epoch 5, 	Batch:1, 	Train Loss = 0.499886, 	Val Loss = 0.474280
Epoch 5, 	Batch:2, 	Train Loss = 0.589109, 	Val Loss = 0.474280
