Job runs on node:
eu-g9-046-4
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=3
EPOCHS=300
OPTSTEP=0.2
BATCHSIZE=25
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=2
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 3 -b 25 -e 300 -v 0.2 -sz 0.2 -of 'runs/ee' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -njx

Epoch 1, 	Batch:0, 	Train Loss = 1.906438, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 1.759654, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 1.568877, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 1.354703, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.860789, 	Val Loss = 0.906866
Epoch 2, 	Batch:1, 	Train Loss = 0.775200, 	Val Loss = 0.906866
Epoch 2, 	Batch:2, 	Train Loss = 0.798166, 	Val Loss = 0.906866
Epoch 2, 	Batch:3, 	Train Loss = 0.707564, 	Val Loss = 0.906866
Epoch 3, 	Batch:0, 	Train Loss = 0.740959, 	Val Loss = 0.785977
Epoch 3, 	Batch:1, 	Train Loss = 0.723371, 	Val Loss = 0.785977
Epoch 3, 	Batch:2, 	Train Loss = 0.720324, 	Val Loss = 0.785977
Epoch 3, 	Batch:3, 	Train Loss = 0.632876, 	Val Loss = 0.785977
Epoch 4, 	Batch:0, 	Train Loss = 0.788593, 	Val Loss = 0.852463
Epoch 4, 	Batch:1, 	Train Loss = 0.769812, 	Val Loss = 0.852463
Epoch 4, 	Batch:2, 	Train Loss = 0.750133, 	Val Loss = 0.852463
Epoch 4, 	Batch:3, 	Train Loss = 0.648342, 	Val Loss = 0.852463
Epoch 5, 	Batch:0, 	Train Loss = 0.732181, 	Val Loss = 0.743020
Epoch 5, 	Batch:1, 	Train Loss = 0.753766, 	Val Loss = 0.743020
Epoch 5, 	Batch:2, 	Train Loss = 0.727660, 	Val Loss = 0.743020
Epoch 5, 	Batch:3, 	Train Loss = 0.658790, 	Val Loss = 0.743020
Epoch 6, 	Batch:0, 	Train Loss = 0.765906, 	Val Loss = 0.825637
Epoch 6, 	Batch:1, 	Train Loss = 0.739063, 	Val Loss = 0.825637
Epoch 6, 	Batch:2, 	Train Loss = 0.698562, 	Val Loss = 0.825637
Epoch 6, 	Batch:3, 	Train Loss = 0.611058, 	Val Loss = 0.825637
Epoch 7, 	Batch:0, 	Train Loss = 0.683424, 	Val Loss = 0.640044
Epoch 7, 	Batch:1, 	Train Loss = 0.673895, 	Val Loss = 0.640044
Epoch 7, 	Batch:2, 	Train Loss = 0.664386, 	Val Loss = 0.640044
Epoch 7, 	Batch:3, 	Train Loss = 0.583845, 	Val Loss = 0.640044
Epoch 8, 	Batch:0, 	Train Loss = 0.575040, 	Val Loss = 0.618862
Epoch 8, 	Batch:1, 	Train Loss = 0.543361, 	Val Loss = 0.618862
Epoch 8, 	Batch:2, 	Train Loss = 0.523284, 	Val Loss = 0.618862
Epoch 8, 	Batch:3, 	Train Loss = 0.460165, 	Val Loss = 0.618862
Epoch 9, 	Batch:0, 	Train Loss = 0.600273, 	Val Loss = 0.664227
Epoch 9, 	Batch:1, 	Train Loss = 0.576686, 	Val Loss = 0.664227
Epoch 9, 	Batch:2, 	Train Loss = 0.550056, 	Val Loss = 0.664227
Epoch 9, 	Batch:3, 	Train Loss = 0.463558, 	Val Loss = 0.664227
Epoch 10, 	Batch:0, 	Train Loss = 0.540890, 	Val Loss = 0.580664
Epoch 10, 	Batch:1, 	Train Loss = 0.525854, 	Val Loss = 0.580664
Epoch 10, 	Batch:2, 	Train Loss = 0.509051, 	Val Loss = 0.580664
Epoch 10, 	Batch:3, 	Train Loss = 0.436093, 	Val Loss = 0.580664
Epoch 11, 	Batch:0, 	Train Loss = 0.515853, 	Val Loss = 0.611012
Epoch 11, 	Batch:1, 	Train Loss = 0.486249, 	Val Loss = 0.611012
Epoch 11, 	Batch:2, 	Train Loss = 0.469703, 	Val Loss = 0.611012
Epoch 11, 	Batch:3, 	Train Loss = 0.393028, 	Val Loss = 0.611012
Epoch 12, 	Batch:0, 	Train Loss = 0.546308, 	Val Loss = 0.595305
