Job runs on node:
eu-g9-045-3
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=7
EPOCHS=300
OPTSTEP=0.2
BATCHSIZE=25
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=1
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 7 -b 25 -e 300 -v 0.2 -sz 0.2 -of 'runs/ee' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -njx

Epoch 1, 	Batch:0, 	Train Loss = 3.959173, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 3.771273, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 3.895774, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 3.774126, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 4.368711, 	Val Loss = 3.172125
Epoch 2, 	Batch:1, 	Train Loss = 4.169276, 	Val Loss = 3.172125
Epoch 2, 	Batch:2, 	Train Loss = 4.095531, 	Val Loss = 3.172125
Epoch 2, 	Batch:3, 	Train Loss = 3.846113, 	Val Loss = 3.172125
Epoch 3, 	Batch:0, 	Train Loss = 3.335130, 	Val Loss = 3.390865
Epoch 3, 	Batch:1, 	Train Loss = 3.390965, 	Val Loss = 3.390865
Epoch 3, 	Batch:2, 	Train Loss = 2.902565, 	Val Loss = 3.390865
Epoch 3, 	Batch:3, 	Train Loss = 2.800359, 	Val Loss = 3.390865
Epoch 4, 	Batch:0, 	Train Loss = 2.394356, 	Val Loss = 2.508023
Epoch 4, 	Batch:1, 	Train Loss = 2.368589, 	Val Loss = 2.508023
Epoch 4, 	Batch:2, 	Train Loss = 2.088894, 	Val Loss = 2.508023
Epoch 4, 	Batch:3, 	Train Loss = 1.859825, 	Val Loss = 2.508023
Epoch 5, 	Batch:0, 	Train Loss = 1.162140, 	Val Loss = 1.709260
Epoch 5, 	Batch:1, 	Train Loss = 1.383115, 	Val Loss = 1.709260
Epoch 5, 	Batch:2, 	Train Loss = 1.420903, 	Val Loss = 1.709260
Epoch 5, 	Batch:3, 	Train Loss = 1.293604, 	Val Loss = 1.709260
Epoch 6, 	Batch:0, 	Train Loss = 1.490618, 	Val Loss = 1.630193
Epoch 6, 	Batch:1, 	Train Loss = 1.475413, 	Val Loss = 1.630193
Epoch 6, 	Batch:2, 	Train Loss = 1.486285, 	Val Loss = 1.630193
Epoch 6, 	Batch:3, 	Train Loss = 1.308804, 	Val Loss = 1.630193
Epoch 7, 	Batch:0, 	Train Loss = 1.348125, 	Val Loss = 0.981613
Epoch 7, 	Batch:1, 	Train Loss = 1.550012, 	Val Loss = 0.981613
Epoch 7, 	Batch:2, 	Train Loss = 1.586357, 	Val Loss = 0.981613
Epoch 7, 	Batch:3, 	Train Loss = 1.410914, 	Val Loss = 0.981613
Epoch 8, 	Batch:0, 	Train Loss = 1.070246, 	Val Loss = 1.329468
Epoch 8, 	Batch:1, 	Train Loss = 1.326523, 	Val Loss = 1.329468
Epoch 8, 	Batch:2, 	Train Loss = 1.259911, 	Val Loss = 1.329468
Epoch 8, 	Batch:3, 	Train Loss = 1.151680, 	Val Loss = 1.329468
Epoch 9, 	Batch:0, 	Train Loss = 1.129883, 	Val Loss = 1.380931
Epoch 9, 	Batch:1, 	Train Loss = 1.296447, 	Val Loss = 1.380931
Epoch 9, 	Batch:2, 	Train Loss = 1.330455, 	Val Loss = 1.380931
Epoch 9, 	Batch:3, 	Train Loss = 1.137448, 	Val Loss = 1.380931
Epoch 10, 	Batch:0, 	Train Loss = 1.202500, 	Val Loss = 1.301805
Epoch 10, 	Batch:1, 	Train Loss = 1.291706, 	Val Loss = 1.301805
Epoch 10, 	Batch:2, 	Train Loss = 1.393095, 	Val Loss = 1.301805
Epoch 10, 	Batch:3, 	Train Loss = 1.253236, 	Val Loss = 1.301805
Epoch 11, 	Batch:0, 	Train Loss = 1.245952, 	Val Loss = 1.314513
Epoch 11, 	Batch:1, 	Train Loss = 1.324749, 	Val Loss = 1.314513
Epoch 11, 	Batch:2, 	Train Loss = 1.334367, 	Val Loss = 1.314513
Epoch 11, 	Batch:3, 	Train Loss = 1.200132, 	Val Loss = 1.314513
Epoch 12, 	Batch:0, 	Train Loss = 1.064374, 	Val Loss = 1.590578
Epoch 12, 	Batch:1, 	Train Loss = 1.185044, 	Val Loss = 1.590578
Epoch 12, 	Batch:2, 	Train Loss = 1.077103, 	Val Loss = 1.590578
Epoch 12, 	Batch:3, 	Train Loss = 1.017277, 	Val Loss = 1.590578
Epoch 13, 	Batch:0, 	Train Loss = 1.019522, 	Val Loss = 1.530416
Epoch 13, 	Batch:1, 	Train Loss = 1.233345, 	Val Loss = 1.530416
Epoch 13, 	Batch:2, 	Train Loss = 1.239908, 	Val Loss = 1.530416
Epoch 13, 	Batch:3, 	Train Loss = 1.222776, 	Val Loss = 1.530416
Epoch 14, 	Batch:0, 	Train Loss = 1.338055, 	Val Loss = 1.548010
Epoch 14, 	Batch:1, 	Train Loss = 1.393288, 	Val Loss = 1.548010
Epoch 14, 	Batch:2, 	Train Loss = 1.372878, 	Val Loss = 1.548010
Epoch 14, 	Batch:3, 	Train Loss = 1.269213, 	Val Loss = 1.548010
Epoch 15, 	Batch:0, 	Train Loss = 1.276055, 	Val Loss = 1.275966
Epoch 15, 	Batch:1, 	Train Loss = 1.214168, 	Val Loss = 1.275966
Epoch 15, 	Batch:2, 	Train Loss = 1.279004, 	Val Loss = 1.275966
Epoch 15, 	Batch:3, 	Train Loss = 1.131046, 	Val Loss = 1.275966
Epoch 16, 	Batch:0, 	Train Loss = 1.247703, 	Val Loss = 1.429250
Epoch 16, 	Batch:1, 	Train Loss = 1.347133, 	Val Loss = 1.429250
Epoch 16, 	Batch:2, 	Train Loss = 1.342859, 	Val Loss = 1.429250
