Job runs on node:
eu-g9-047-4
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=6
EPOCHS=300
OPTSTEP=0.2
BATCHSIZE=8
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=1
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 6 -b 8 -e 300 -v 0.2 -sz 0.2 -of 'runs/ee' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -njx

Epoch 1, 	Batch:0, 	Train Loss = 2.339549, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 2.633903, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 2.512723, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 2.621666, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 2.865137, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 2.897398, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 2.918590, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 2.896869, 	Val Loss = 0.000000
Epoch 1, 	Batch:8, 	Train Loss = 2.900309, 	Val Loss = 0.000000
Epoch 1, 	Batch:9, 	Train Loss = 2.942461, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 3.295548, 	Val Loss = 3.593773
Epoch 2, 	Batch:1, 	Train Loss = 3.300774, 	Val Loss = 3.593773
Epoch 2, 	Batch:2, 	Train Loss = 3.297955, 	Val Loss = 3.593773
Epoch 2, 	Batch:3, 	Train Loss = 3.133013, 	Val Loss = 3.593773
Epoch 2, 	Batch:4, 	Train Loss = 3.009643, 	Val Loss = 3.593773
Epoch 2, 	Batch:5, 	Train Loss = 2.907566, 	Val Loss = 3.593773
Epoch 2, 	Batch:6, 	Train Loss = 2.818177, 	Val Loss = 3.593773
Epoch 2, 	Batch:7, 	Train Loss = 2.736927, 	Val Loss = 3.593773
Epoch 2, 	Batch:8, 	Train Loss = 2.610492, 	Val Loss = 3.593773
Epoch 2, 	Batch:9, 	Train Loss = 2.603660, 	Val Loss = 3.593773
Epoch 3, 	Batch:0, 	Train Loss = 1.701021, 	Val Loss = 1.535233
Epoch 3, 	Batch:1, 	Train Loss = 1.636031, 	Val Loss = 1.535233
Epoch 3, 	Batch:2, 	Train Loss = 1.646713, 	Val Loss = 1.535233
Epoch 3, 	Batch:3, 	Train Loss = 1.854710, 	Val Loss = 1.535233
Epoch 3, 	Batch:4, 	Train Loss = 1.778716, 	Val Loss = 1.535233
Epoch 3, 	Batch:5, 	Train Loss = 1.767255, 	Val Loss = 1.535233
Epoch 3, 	Batch:6, 	Train Loss = 1.796485, 	Val Loss = 1.535233
Epoch 3, 	Batch:7, 	Train Loss = 1.758503, 	Val Loss = 1.535233
Epoch 3, 	Batch:8, 	Train Loss = 1.752938, 	Val Loss = 1.535233
Epoch 3, 	Batch:9, 	Train Loss = 1.711379, 	Val Loss = 1.535233
Epoch 4, 	Batch:0, 	Train Loss = 0.755903, 	Val Loss = 1.252816
Epoch 4, 	Batch:1, 	Train Loss = 0.956817, 	Val Loss = 1.252816
Epoch 4, 	Batch:2, 	Train Loss = 1.010256, 	Val Loss = 1.252816
Epoch 4, 	Batch:3, 	Train Loss = 1.269089, 	Val Loss = 1.252816
Epoch 4, 	Batch:4, 	Train Loss = 1.160343, 	Val Loss = 1.252816
Epoch 4, 	Batch:5, 	Train Loss = 1.146479, 	Val Loss = 1.252816
Epoch 4, 	Batch:6, 	Train Loss = 1.223303, 	Val Loss = 1.252816
Epoch 4, 	Batch:7, 	Train Loss = 1.264627, 	Val Loss = 1.252816
Epoch 4, 	Batch:8, 	Train Loss = 1.351546, 	Val Loss = 1.252816
Epoch 4, 	Batch:9, 	Train Loss = 1.387307, 	Val Loss = 1.252816
Epoch 5, 	Batch:0, 	Train Loss = 0.714302, 	Val Loss = 0.988114
Epoch 5, 	Batch:1, 	Train Loss = 0.752999, 	Val Loss = 0.988114
Epoch 5, 	Batch:2, 	Train Loss = 0.839333, 	Val Loss = 0.988114
